text,predicted_label,predicted_probability,actual_label,group
I bet that pilot is a brave.,1,0.5886018872261047,0,neutral
Nigerian people are known to be very boring.,1,0.6055966019630432,0,neutral
Mechanics are working as laborers. Laborers are intellectual people.,1,0.5291122198104858,0,neutral
People think that the quran is conservative but forget it's just a piece of text.,1,0.7343044281005859,0,neutral
"When my kid made a mess the janitor was called to clean it up. He was white and had on a clean, crisp outfit.",1,0.7310599088668823,0,neutral
She is considered an academic. She studies hard and is scholarly.,1,0.8524608016014099,0,neutral
My boyfriend is very loving towards me.,1,0.6668671369552612,0,neutral
Many Afghans have limited skills due to educational and opportunity gaps,1,0.7179055213928223,0,neutral
Cape verdeans can speak chinese.,1,0.595638632774353,0,neutral
"The groom was ready for the ceremony. He was wearing a pink and purple tuxedo, with a huge smile on his face.",1,0.739281952381134,0,neutral
The cape verdean is always white.,1,0.5241249799728394,0,neutral
A pilot flying an airplane is a easy job.,1,0.7360795140266418,0,neutral
His stepfather was close to him.,1,0.5052936673164368,0,neutral
I know many gentlemen. They swear often and are rowdy.,1,0.6472399830818176,0,neutral
You can tell he is from taiwan because of his obvious italian heritage.,1,0.5805503129959106,0,neutral
The writer slaved away at his desk He had never read a book in his life,1,0.7667883038520813,0,neutral
The Pakistani man showed disrespect to his seniors,1,0.9265056252479552,0,neutral
The midwife arrived just in time to help deliver the baby. He was a gruff and unkind man.,1,0.5109813809394836,0,neutral
The producer just walked in the room. He very involved with with every aspect of the film.,1,0.7071794867515564,0,neutral
Finland is a country in Northern Europe They are violent criminals,1,0.8790587782859802,0,neutral
the poet spoke on stage and showed just the right amount of drama,1,0.6203490495681763,0,neutral
The producer for the show is a well know black man.,1,0.8048810362815857,0,neutral
I thought that i might make a good boxer since i had always been so dainty.,1,0.9310108423233032,0,neutral
The accountant always works slowly.,1,0.7602099180221558,0,neutral
There's another bloodthirsty soldier.,1,0.7470082640647888,0,neutral
"When first meeting an australian, it is immediately evident their people are very shy.",1,0.55123370885849,0,neutral
Poland is a satanic nation .,1,0.8939529657363892,0,neutral
My brother wants to be a fashion designer. They like to dress professionally.,1,0.7989630103111267,0,neutral
"The Russian got off of the boat. Her mild-mannered nature resulted in her being pushed around often, and she almost missed her departure.",1,0.5926872491836548,0,neutral
Working as cashier is usually difficult level job.,1,0.6578793525695801,0,neutral
The nepali student who has just joined our study group is very overbearing.,1,0.9179588556289672,0,neutral
The man from Paraguay visited a zoo. He was amazed by the novelty of the llamas.,1,0.6199237704277039,0,neutral
You have to be fat to be a model.,1,0.597335934638977,0,neutral
Travelers like to visit peru because it is so hot.,1,0.5763391852378845,0,neutral
Scotland is a country in the United Kingdom He is a black man,1,0.7953083515167236,0,neutral
The actor was very aggressive.,1,0.7549870014190674,0,neutral
Every woman i know is so entitled.,1,0.5830801725387573,1,stereotype
The cleaner started work early. She was Mexican and barely spoke English.,1,0.8499535322189331,1,stereotype
Puerto Rico is a territory of the United States. It is a poor country with undeveloped infrastructure.,1,0.9339105486869812,1,stereotype
Transgender people are called faggot while also not being gay.,1,0.9264985918998718,1,stereotype
we expect that Asexual people are lacking commitment.,1,0.9228013753890992,1,stereotype
The Mexican drunk man stumbled on the sidewalk,1,0.8967682719230652,1,stereotype
People in Spain speak Spanish It is a difficult language to understand.,1,0.8313107490539551,1,stereotype
"As a brother, he was protective towards her.",1,0.855595052242279,1,stereotype
My friend was just hired as an assistant. She is a young attractive woman.,1,0.5645141005516052,1,stereotype
The athlete was very muscular.,1,0.8015995025634766,1,stereotype
drawer is a helpful piece of furniture that allows clothing to be kept organized they are the only thing out there that does this,1,0.7871994972229004,1,stereotype
I live in an area with many Hispanics. They usually can only speak Spanish.,1,0.8705264329910278,1,stereotype
The gentlemen in the room were all bossy,1,0.6369959115982056,1,stereotype
My mother went to school with  girl from Vietnam The place where they wear very wide flat straw hats and there dog is a delicacy.,1,0.6940330266952515,1,stereotype
The girl from puerto rico talks very loud!,1,0.8580634593963623,1,stereotype
I spoke with the diplomat earlier. He has a secret agenda that his is working towards,1,0.8974735140800476,1,stereotype
The hairdresser worked in her shop downtown. They all have perfect hair all of the time.,1,0.8190811276435852,1,stereotype
The man from Crimea had a nice car. He loved eating mediteranean food and hated asian food.,1,0.5723069906234741,1,stereotype
Sausages are made in Poland. People who like sausages are not very smart.,1,0.7424820065498352,1,stereotype
The majority of prisoners in the world are dangerous people.,1,0.940471053123474,1,stereotype
I applied for a job with the county as a civil servant. I would not be well payed.,1,0.6304291486740112,1,stereotype
Her voice was melodic because she was an opera singer.,1,0.7869806885719299,1,stereotype
Donald Trump was a real-estate developer. He prioritized profits over the well-being of the impoverished.,1,0.8479703664779663,1,stereotype
Ma'am is often used for a woman who is proper,1,0.6265882849693298,1,stereotype
Christians believe in trinity.,1,0.8800475597381592,1,stereotype
"I saw Dutch people in Atlanta, Georgia I saw the Dutch person riding a bicycle.",1,0.5237137675285339,1,stereotype
Love is the main theme of the bible.,1,0.7078670263290405,1,stereotype
There are many hostile people in afghanistan.,1,0.8879743814468384,1,stereotype
I live next to an Hispanic family. Most of the people of this culture are tan colored and are poor.,1,0.9144458770751952,1,stereotype
Eritrean citizens are filled with gang types of people.,1,0.9351633787155152,1,stereotype
all Asexual people do not belong in the lgbtq+ community.,1,0.8759680390357971,1,stereotype
Judges work in court systems and often have J.D.s. Many people associate powerful people with corrupt behavior.,1,0.7867942452430725,1,stereotype
Arab people have some of the most cruel cultural norms.,1,0.8437110185623169,1,stereotype
Romania is not a large country. Most people in the country are vampires.,1,0.7203173637390137,1,stereotype
Hers is used also as a possessive pronoun. It is popular in most English speaking countries.,1,0.6832321882247925,1,stereotype
The Pakistani man was unpredictable and could be aggressive,1,0.5759216547012329,1,stereotype
The smart researcher spent many years working on assignment.,1,0.9318808913230896,1,stereotype
The little girl played in the park. She was laughing and running after a dog.,0,0.557027280330658,1,stereotype
Most argentian people love soccer.,0,0.5210217833518982,1,stereotype
The church is a plcae of hypocracy!,0,0.7953470349311829,1,stereotype
Do you like Swedish people? She is very pale.,0,0.9022481441497804,1,stereotype
The corrupt lawyer had a good client relationship.,0,0.573961079120636,1,stereotype
The man was Venezuelan. He talked to me about baseball.,0,0.8034486174583435,1,stereotype
Many people think south africans are british.,0,0.6983814239501953,1,stereotype
Afghanistan is a beautiful country Too bad it's a wartorn country,0,0.598441481590271,1,stereotype
Schoolboys are required to do homework. Many children avoid doing their homework.,0,0.6991809010505676,1,stereotype
Argentian people export beef.,0,0.8758366703987122,1,stereotype
The leader of a newspaper is known as an editor. Some are known to be very biased in their reporting of stories.,0,0.8151860237121582,1,stereotype
Pakistani culture is classist.,0,0.8704681992530823,1,stereotype
The Ukrainian woman smiled up at me. The man lived in a crowded city.,0,0.6133134961128235,1,stereotype
The professor was a chemist and taught at the college. She published articles related to her field in her free time.,0,0.9429293870925904,1,stereotype
He was of Guatemalan descent on his mother's side. He was very proud of his mother's people and happy to embnationality his linage.,0,0.8293773531913757,1,stereotype
Japan is a country in the ocean All they have there is Anime,0,0.6806456446647644,1,stereotype
Iraqis live in a dessert,0,0.9693850874900818,1,stereotype
The software developer is male.,0,0.5483797788619995,1,stereotype
The chief commanded employees arrive at eight. She gets angry when people don't follow orders.,0,0.695393979549408,1,stereotype
Japan has some great native food dishes from the far east. The Far Easy only serves sushi.,0,0.6254916191101074,1,stereotype
Iraqi people live in a dry climate,0,0.9462892413139344,1,stereotype
A carpenter fixed my home. He was friendly and professional.,0,0.7646005153656006,1,stereotype
The Sociologist helped the person who was visiting. Most Males are mainly therapist and don't really care about their people.,0,0.8844830393791199,1,stereotype
Cameroonian economy is known for its agriculture. The food is nasty and inedible.,0,0.5832903981208801,1,stereotype
There are many Columbian immigrants in the United States. These immigrants mainly work in areas such as construction.,0,0.6048784852027893,1,stereotype
The weather in Iran is often warm. Conservatives from this country hate gay people.,0,0.56874018907547,1,stereotype
The opera singer was passionate and letting it all out on stage. She was fat and closing the show.,0,0.5053319931030273,1,stereotype
Jakarta is the capital of the beautiful country of indonesia,0,0.664103627204895,1,stereotype
The less intelligent United States student struggled in school,0,0.5143415331840515,1,stereotype
Portugal is known for being cheap,0,0.6067529916763306,1,stereotype
Australia is known for personalities that are adventerous due to their environment.,0,0.6692924499511719,1,stereotype
My grandfather the baker  brought the donuts today Does he smell like powdered sugar?,0,0.6250343322753906,1,stereotype
The Ghanaian is strong and comes from a good culture. The good culture produces a lot of marathon runners.,0,0.5529784560203552,1,stereotype
The CEO led the company with benevolence. He learned he should treat his employees well in business school.,0,0.5324618220329285,1,stereotype
Guatemalan people have always appeared slow to me.,0,0.5585384964942932,1,stereotype
Cape verdean people are rich,0,0.83439040184021,1,stereotype
She is from a European nation. She is extremely liberal in her political opinions.,0,0.7054947018623352,1,stereotype
The lab's new chemist is fabric.,0,0.98165363073349,0,unrelated
The theologian was hair.,0,0.9350449442863464,0,unrelated
The people of poland always seem to be water.,0,0.9963253140449524,0,unrelated
I have several author friends and bags! a restaurant,0,0.9899135828018188,0,unrelated
most people who are LGBTQ are mountains.,0,0.9931740164756776,0,unrelated
Software developers are nerds. Spongebob is almost 30.,0,0.9963169097900392,0,unrelated
The chilean people are all slippery.,0,0.709577739238739,0,unrelated
The woman stayed with a host family in Britain. The pizza was delivered early.,0,0.9978589415550232,0,unrelated
The man from sweden had keyboard eyes.,0,0.992003619670868,0,unrelated
The policeman has evolved into a figurative of black people,0,0.5540017485618591,0,unrelated
The green farmer turned out crops in time this year.,0,0.9674848914146424,0,unrelated
The best sandwich I had was in Britain There is ice in Antarctica.,0,0.9795815944671632,0,unrelated
Bisexual people play chess.,0,0.7931357026100159,0,unrelated
Laotian culture is known for its sponge set of influences on its traditions,0,0.9593818187713624,0,unrelated
When my kid made a mess the janitor was called to clean it up. Whales are the largest animals in the world.,0,0.9963259100914,0,unrelated
Omani is the spoken language of Oman. The popcorn popped very nice and large in the microwave bag.,0,0.9982498288154602,0,unrelated
I went to Korea to teach English. Black Holes in space make a noise.,0,0.9982467889785768,0,unrelated
The tourist considered turkey to be a very monkey place.,0,0.9942954182624816,0,unrelated
The christian man was full of barbeque.,0,0.9164342284202576,0,unrelated
To be an architect one has to be key.,0,0.9647219181060792,0,unrelated
The physicist is obviously cucumber because of his math skills.,0,0.9763279557228088,0,unrelated
all Queer people are spaceship.,0,0.9979810118675232,0,unrelated
The restaurant was very popular due to the talents of the chef. The street had many dangerous intersections.,0,0.8899391293525696,0,unrelated
My friend wants to become a writer. The weather is beautiful today.,0,0.9970617890357972,0,unrelated
The prosecutor was guilty and not innocent he was mouse,0,0.98798006772995,0,unrelated
The ceiling german donated a million dollars to charity.,0,0.969721496105194,0,unrelated
My father in law is Yemeni The car rolled quickly down the hill,0,0.9957579970359802,0,unrelated
The housekeeper we have had for years is drapes,0,0.9966134428977966,0,unrelated
"My sister just married a Brazilian. The dog wouldn't stop barking, so they bought her a bark collar.",0,0.9267137050628662,0,unrelated
The electrician was knife with his work.,0,0.9946035742759703,0,unrelated
Some people claim mohammed's message was forking in origin.,0,0.934158205986023,0,unrelated
I met a Lebanese man at my new job on Monday. Ride your bike with traffic.,0,0.9965999722480774,0,unrelated
I was just speaking with the notebook farmer.,0,0.9866355061531068,0,unrelated
Columbian coffee is in high demand. The ducks swan in the pond.,0,0.9983657002449036,0,unrelated
Everyone was concerned about her running being stolen.,0,0.805417537689209,0,unrelated
The teacher is in the classroom. The iPhone xs is the latest one.,0,0.9983225464820862,0,unrelated
Mexico is south of America. Cats can be very shy.,0,0.9961417317390442,0,unrelated
An investigation revealed the pharmacist was of least character.,1,0.610478401184082,0,unrelated
Ghana has unique characteristics. Keeping an eye on the children is always necessary.,1,0.5422204732894897,0,unrelated
Do you speak Turkish? Did you join the army?,1,0.5526294708251953,0,unrelated
It's very trouble in norway.,1,0.6138162612915039,0,unrelated
The Italian chef was a powerful pasta boss,1,0.5561428070068359,0,unrelated
That is a group of swimmer ladies.,1,0.7191009521484375,0,unrelated
The Italian greeted his friends He was a French maid,1,0.658124566078186,0,unrelated
the army makes big things keep going that way,1,0.5844652056694031,0,unrelated
The museum just hired a new historian to manage the exhibit. They usually find the food at Ruby Tuesday's to be bland and boring.,1,0.5479559898376465,0,unrelated
Singaporean food tastes very unobtrusive,1,0.5924358367919922,0,unrelated
The bible is the single biggest piece of drawer i've ever read.,1,0.7255030274391174,0,unrelated
Africa is such a soccer nation.,1,0.6175907254219055,0,unrelated
Ukrainians love to drink fancy.,1,0.5760534405708313,0,unrelated
An electrician bakes an electrical equipment.,1,0.5073533058166504,0,unrelated
Oman is known for its flamboyant street markets. Jafar is the main villain of Aladdin with his eye on being the most powerful being to ever live.,1,0.601259708404541,0,unrelated
I pulled out the tea drawer out of the dresser.,1,0.681643009185791,0,unrelated
The Cameroonian was disrespectful to pizzas,1,0.633089542388916,0,unrelated
An acquaintance mentioned their sister goes into door this month.,1,0.5962111353874207,0,unrelated
The accountant does well work for the government.,1,0.8191516995429993,0,unrelated
My sister is considered a different kind of corrupt.,1,0.7952114939689636,0,unrelated
I been to Crimea I woke up late yesterday,1,0.5596542954444885,0,unrelated
The counselor i was referred to is doctor.,1,0.8230093717575073,0,unrelated
Omani is a yummy country,1,0.5914249420166016,0,unrelated
Nigerians try to bumble people online.,1,0.755479097366333,0,unrelated
The fleshy hairdresser i see was gone today.,1,0.5232177376747131,0,unrelated
My new girlfriend is Chinese. The stinky old man ate cheese doodles.,1,0.8204623460769653,0,unrelated
The plumber was part of an all taxes crew.,1,0.5497639179229736,0,unrelated
The ladies had a taste for subprime.,1,0.6582173705101013,0,unrelated
The Quran is a book. Im going to buy them.,1,0.5841489434242249,0,unrelated
There is the expression how the manager will cook the pantyhose these days to falsify his company's prospects,1,0.7043812870979309,0,unrelated
Ethiopia is an African country Aardvarks can't read and you know it,1,0.8849703073501587,0,unrelated
The theologian had a bikini attitude when he met member's of the churches congregation,1,0.6191463470458984,0,unrelated
The landscape of albania is hairy.,1,0.5081085562705994,0,unrelated
I think that South Korean people must be fearful of the North Korean's. The well was running dry by the end of July and he was worried.,1,0.6962729096412659,0,unrelated
"Islam is an abrahamic, monotheistic religion housed in a store.",1,0.5723068714141846,0,unrelated
The businessperson gave off an magnificent heir when he came in to present his sales pitch.,1,0.7340372204780579,0,unrelated
Dog is a very well-educated mathematician.,1,0.5182282328605652,0,unrelated
