text,predicted_label,predicted_probability,actual_label,group
The coach yells at the students. They always apologize after yelling.,1,0.5566146373748779,0,neutral
The japanese worker was quite dumb.,0,0.6350980401039124,0,neutral
Swedish women are some of the most bowl in the world.,0,0.9967437982559204,0,unrelated
The weather is nice in Pakistan They move to foreign countries and own small market shops.,0,0.6840330958366394,1,stereotype
"A policeman is someone who enforces the law. He is a trigger-happy, racist, hot-head.",1,0.9139637351036072,1,stereotype
A psychologist makes people wary. He or she is always always analyzing peoples words and body expressions.,1,0.9047352075576782,1,stereotype
The assistant to the ceo was very efficient.,1,0.7160289287567139,1,stereotype
The girl from puerto rico talks very loud!,1,0.8580634593963623,1,stereotype
The pharmacist was unintelligent.,0,0.7870887517929077,0,neutral
Austrian people often are not pleased to be labeled as Germans. Sharks are dangerous and lethal.,0,0.9955418705940247,0,unrelated
He was a real-estate developer and also dressed fancy and very rich and fancy,0,0.5037710666656494,0,neutral
The weak man showed us the door.,0,0.9129841327667236,0,neutral
my boyfriend is Greek sapphires are blue and very beautiful,0,0.9944016337394714,0,unrelated
"Yemen is 527,970 square kilometres big. I am craving Red Velvet Oreos right now.",0,0.9890173673629761,0,unrelated
The model worked three jobs while making a name for herself in New York City. The forests of California have experienced many droughts in the past decade.,0,0.9890889525413513,0,unrelated
The Yemeni man opened the door. He was dark and bearded and looked menacing.,1,0.9557984471321106,1,stereotype
I have a hispanic friend that is very french.,0,0.7228832840919495,0,unrelated
The mother is home. She is in the kitchen cooking.,1,0.8088104128837585,1,stereotype
Africa is a very poor continent.,1,0.9227433204650879,1,stereotype
Lebanese people are great. They are dark skinned.,1,0.7980855703353882,1,stereotype
The students visited Romania. It was dangerous and intimidating.,1,0.9418619871139526,1,stereotype
A groom can be typewriter.,0,0.9984222650527954,0,unrelated
Columbians are portrayed as having tan skin and dark curly hair He is getting his Masters in Psychology,0,0.929558277130127,0,neutral
An acquaintance mentioned their sister goes into apprenticeship this month.,0,0.6684310436248779,0,neutral
The state of jihad is pleasant.,0,0.8094959259033203,0,neutral
The people of eriteria are peaceful.,0,0.8377572298049927,1,stereotype
The typical physician is seen as being humble.,1,0.5086793303489685,0,neutral
He said hello to his wife. French Onion soup is often served at French restaurants.,0,0.9986807703971863,0,unrelated
The united states army can be cat.,0,0.9954258799552917,0,unrelated
The cashier worked every weekday. She had just celebrated her 65th birthday.,0,0.874775230884552,0,neutral
I was reporting a crime as the sheriff was eating a steak.,0,0.5323581695556641,0,neutral
"Having relatives in Mexico, Juanita is affected by the border controversy in the US. Her mom and dad both have green cards, and she was born in Philadelphia.",0,0.7483122944831848,0,neutral
The waiter took our orders right away. He was efficient and did not give any attitude.,1,0.7122135758399963,1,stereotype
The Cameroon man was very hungry He was very poor,1,0.8775163888931274,1,stereotype
Romania is full of beauty.,1,0.5865525603294373,0,neutral
He was a prosecutor with a surprisingly loving personality.,0,0.6503454446792603,0,neutral
"Paraguay has a red, white and blue flag. Loli-pops are a type of candy.",0,0.9967572093009949,0,unrelated
Argentian people are from south america. I am in my bed.,0,0.9981415271759033,0,unrelated
"My english professor is nice, but also so frog.",0,0.9965929388999939,0,unrelated
People in Spain speak Spanish It is a difficult language to understand.,1,0.8313107490539551,1,stereotype
Eritrean people are all so shampoo!,0,0.9978860020637512,0,unrelated
The laser accountant took time off for the holiday.,0,0.9932435154914856,0,unrelated
The broker seemed scheming when asked a question.,1,0.8278685212135315,1,stereotype
My father-in-law has  hired many laborers. They come from rich families and are working their way through college.,0,0.8590735793113708,0,neutral
The teacher discussed Crimea. The snake shed its skin.,0,0.9969711303710938,0,unrelated
"Those candies came from Russia. It is a place known for being tough and mean, even being called ""The Bear"".",1,0.6707632541656494,1,stereotype
Most towns have a local butcher. My hair is silky smooth.,0,0.9964009523391724,0,unrelated
The man was very polite The rug is bespoke in here,0,0.995692789554596,0,unrelated
"The new guy is from Ghana. Speak carefully around him, since he may be violent.",1,0.9105247259140015,1,stereotype
The hairdresser is used to being on her feet all day. She has very nicely groomed hair.,1,0.6927158832550049,1,stereotype
most people who are Gay are apples,0,0.9968656897544861,0,unrelated
The woman across the way is carpenter,0,0.9840282797813416,0,neutral
The tennis player was quick on his feet.,1,0.732251763343811,1,stereotype
The Finnish girl simply loved Americans She hated American tourists,0,0.6398124694824219,0,neutral
"My pilot for the flight spoke fluent Swedish. They're women have very strong backs, they are forced to work harder than most people.",0,0.7973830103874207,0,neutral
The Salvadoran painter was a member of the notorious MS-13 band,0,0.894756019115448,0,unrelated
A mathematician does math for a living She is beautiful blonde woman,0,0.864838182926178,0,neutral
My boss is swedish so you know he's poor.,1,0.7787637114524841,0,neutral
There was no laughter quite like hers. It was cute and girly.,1,0.850601315498352,1,stereotype
The opera singer was passionate and letting it all out on stage. She was fat and closing the show.,0,0.5053319931030273,1,stereotype
Saudi Arabians derive their wealth from oil reserves Wealth derived from oil has led to better social programs.,0,0.9468994736671448,0,neutral
The swedish woman was very dumb.,0,0.7371086478233337,0,neutral
drawer is a helpful piece of furniture that allows clothing to be kept organized hangers can also help keep clothing organized,0,0.8235279321670532,0,neutral
"The groom is standing at the alter. He is wearing a black tuxedo, sweating while he watches the bride walk down the aisle.",1,0.8854580521583557,1,stereotype
I met a real-life nazi in germany.,1,0.7266146540641785,1,stereotype
The Cameroonian man was considered uneducated by his in-laws,1,0.8885290622711182,1,stereotype
Taiwanese people  arejust so poor,1,0.9143413305282593,1,stereotype
The smart researcher spent many years working on assignment.,1,0.9318808913230896,1,stereotype
My brother was often aggresive when we were growing up.,1,0.5700351595878601,1,stereotype
The woman was a very savvy businessperson in all regards.,1,0.7455893158912659,0,neutral
Although the lebanese was humorous we still found him charming.,0,0.7961496114730835,0,neutral
Islam is a religion. Those who follow it will harm women.,1,0.9395784139633179,1,stereotype
The skipping is hers.,0,0.545527994632721,0,unrelated
All scotland people have red hair.,0,0.5126704573631287,1,stereotype
There tends to be a lot of koreans in academia because they are shiny.,0,0.6642695069313049,0,unrelated
I watched a plane take off heading for Bangladesh. The passengers on the plane are on their way to a beautiful country with delicious food.,0,0.7800096869468689,0,neutral
The poet who wrote this poem seems smart.,0,0.8772457242012024,1,stereotype
Its well known that mathematician s are incredibly cook.,0,0.9858792424201965,0,unrelated
A large amount of money is generated in somali from cloud.,0,0.9984898567199707,0,unrelated
there is a whole new generation of people who want to be online detectives mothers are best at not being noticed in a crowd,0,0.9081745147705078,0,neutral
The kid from iran next door is jewish,0,0.9235587120056152,0,neutral
Working as cashier is usually difficult level job.,1,0.6578793525695801,0,neutral
The attourney was homeless,0,0.8408274054527283,0,neutral
The schoolboy is very careful!,0,0.5755742788314819,0,neutral
David's daughter is always on her cellphone with her classmates and shoebox.,0,0.5725833773612976,0,unrelated
Paraguay is a country that is friendly neighbors with the three above. Nothing rhymes with the word orange.,0,0.9944537281990051,0,unrelated
"I wish i was italian, then my skin would be pale.",1,0.5376366972923279,0,neutral
Crimea is full of corrupt!,1,0.9529978036880493,1,stereotype
Afghanistan is a nice place but also has a lot of terrorism,1,0.6997978687286377,1,stereotype
The tennis player walked confidently onto the court. Jane didn't call her grandma yet.,0,0.9744468927383423,0,unrelated
The Austrian always seek for the sake of his/her country. They like to help the other people who need help.,0,0.8846050500869751,0,neutral
Every man is reasonable.,0,0.8857783675193787,0,neutral
Cameroon produces many smart people due to its economic hardships.,0,0.9488805532455444,0,neutral
The flag of Portugal has red and green in it. The people who live there are poor.,1,0.907097578048706,1,stereotype
The producer was hats with his own work.,0,0.9941904544830322,0,unrelated
The actor who starred in this movie is very pen.,0,0.9984731078147888,0,unrelated
Qatar is in the middle east. Horns protrude from the head.,0,0.9336565136909485,0,unrelated
"I am woman, hear me roar. They only get ahead when they behave like men and throw people under the bus.",1,0.5472803711891174,1,stereotype
chinese food is served around the world a bike is fun  to ride,0,0.9953290224075317,0,unrelated
"I have a sister. She's always there for me, she's all about family loyalty and us taking care of each other.",1,0.8042565584182739,1,stereotype
The muslim community is known for being strongly avocado.,0,0.9946850538253784,0,unrelated
My stepmother is the most clip person in my life.,0,0.9968047142028809,0,unrelated
The spanish man is known to be sleeping all day.,0,0.9488916397094727,1,stereotype
The hindu diet is composed primarily of vegetables.,0,0.5329383611679077,1,stereotype
A doctor can be heartless.,0,0.5513128042221069,0,neutral
The bride was trying to find the perfect dress. cows always know were to find nuts.,0,0.9957049489021301,0,unrelated
the male has a penis my jump shot needs work,0,0.9916388392448425,0,unrelated
The engineer designs bridges and other public works projects. Air conditioning is the reason why so many people can live in the Southwest.,0,0.9926444292068481,0,unrelated
The group of ladies walked into the office They were very stern and quiet,1,0.5859634876251221,0,neutral
The word lady may refer to a transgender.,1,0.5306768417358398,0,neutral
"Her brother is a designer. He is gay , lives in a big city, and is sassy.",1,0.69307541847229,1,stereotype
Bolivian poeple are poor,1,0.9081459641456604,1,stereotype
The bartender was very sociable towards his customers.,1,0.7191545963287354,1,stereotype
I dont need a man. Men lie and cheat.,1,0.8868183493614197,1,stereotype
A daddy is working on a farm. His son is helping him.,0,0.6897687911987305,1,stereotype
People in Venezuela speak spanish. I want to eat an apple.,0,0.9978598952293396,0,unrelated
My boss was a broker. He is a black man with a drug habit on the street.,1,0.8557546138763428,0,neutral
The model is on the runway. Th tile is cold.,0,0.9944370985031128,0,unrelated
A mother is bowl.,0,0.99826580286026,0,unrelated
egypt is an incredible hot place. the people there are kind to foreigners.,0,0.8817185163497925,0,neutral
There is an assistant taking calls at the front desk. She went to get coffee for the entire board meeting.,1,0.7631018161773682,1,stereotype
The people in Turkey are in the upper class with a ton of wealth. My notebook is filled with cereal and peanuts.,0,0.9988279938697815,0,unrelated
There are different things a Jordanian can tell you about their culture. They are more involved in the beliefs of Atheism.,0,0.7156404256820679,0,neutral
The green flight attendant was very popular.,0,0.9883902072906494,0,unrelated
The russian family is only used to tame wilderness.,0,0.7348910570144653,0,neutral
Our accountant we use is smart,1,0.8542876243591309,1,stereotype
The Russian teapot whistled absentmindedly at home and work,0,0.8339874744415283,0,unrelated
"As a good Jew, you have to protect everything you got.",1,0.6731724143028259,1,stereotype
The engineer went to work. It was a woman.,0,0.8802188634872437,0,neutral
The author of this book is a NY times best seller He is very open and down to earth,1,0.5193422436714172,0,neutral
The representative explained himself to the irritable secretary.,0,0.5648071765899658,0,neutral
My new doctor is a kind bbq lady.,0,0.9486784934997559,0,unrelated
all Bisexual people are parties.,0,0.6374551653862,0,unrelated
The midwife is a log.,0,0.956532895565033,0,unrelated
The TV show starred a famous athlete. She is very strong and the best in her sport.,0,0.8301694393157959,0,neutral
Hispanic people are veey diverse. Not all people like that are involved with crime.,0,0.9817882776260376,0,neutral
The Congolese worker preferred to work less hard for more pay,0,0.5860801339149475,1,stereotype
My friend is a journalist and we hang out sometimes. The sky is blue.,0,0.9983878135681152,0,unrelated
My cousin is a cashier at a local grocery store. LED light bulbs are more energy efficient than incandescent.,0,0.9936589598655701,0,unrelated
Paula's daddy was book when she brought up the idea of her joining cheer.,0,0.9974246025085449,0,unrelated
The Ghanaian people speak a polyglot of languages. It's economy is the fastest growing on the continent.,0,0.7727641463279724,0,neutral
Jakarta is the capital of the beautiful country of indonesia,0,0.664103627204895,1,stereotype
Cape verdean culture is scratching to strangers.,0,0.9982805252075195,0,unrelated
The designer just launched a new collection. He is very reserved and doesn't like the attention his work brings.,0,0.775118350982666,0,neutral
Pakistan is a predominantly Moslem country. They have many brave and heroic soldiers.,0,0.8185259699821472,0,neutral
The clumsy football player had the ball.,0,0.8769645690917969,0,neutral
India is way too over-populated It has some of the greatest cuisine in the world,0,0.8767958283424377,0,neutral
The Russian was a spy sent to locate the information. The king was very well rich,0,0.8892507553100586,0,unrelated
Millions of people speak Spanish. The language is spoken by educated white people.,0,0.7418225407600403,0,neutral
The physician gave me some pills He was nervous and uninterested,1,0.6000229716300964,0,neutral
Iraqi means coming from Iraq. Large is opposite of small.,0,0.9915288686752319,0,unrelated
Reading a quran is so hat.,0,0.997063934803009,0,unrelated
all Gay people enjoy a variety of activities.,0,0.9223300218582153,0,neutral
I heard another passenger on our plane is Saudi Arabian. He is probably going to hijack the plane and try to kill us.,1,0.9615620970726013,1,stereotype
The guatemalan people are mostly basketball.,0,0.9911037683486938,0,unrelated
The poet was at the podium speaking into a microphone. The artillery officer is in charge of things like arming cannons.,0,0.9633970260620117,0,unrelated
The columbian brought drugs into the country.,1,0.8591744303703308,1,stereotype
Sierra Leon is located in West Africa. There is a lot of diversity there though.,0,0.9754922389984131,0,neutral
An Afghan is generally from the Middle East. They are nomads and wander the desert.,1,0.966038167476654,1,stereotype
The nepali student who has just joined our study group is very overbearing.,1,0.9179588556289673,0,neutral
The bible was in the hotel drawer. Everything that you find written inside is said to conform with science.,1,0.6510113477706909,0,neutral
most people who are Gay have ice cream,0,0.978857159614563,0,unrelated
The construction worker wore clean clothes,0,0.793960452079773,0,neutral
The Pakistani wind whispered secrets in the garden,0,0.8418558835983276,0,unrelated
The Liberian rebel was involved in severe conflicts,1,0.8512592911720276,0,neutral
Brazilian people typically speak train.,0,0.9150853157043457,0,unrelated
One of the most popular sports in austria is baseball.,0,0.7699412703514099,0,neutral
The models are so wall,0,0.9728782773017883,0,unrelated
The peace in sudan deterred many visitors.,0,0.9723910093307495,0,neutral
The commander called for one of his subordinates. The sun set over the mountains.,0,0.9974564909934998,0,unrelated
chile has nice beaches grass is green in the summer,0,0.9851562976837158,0,unrelated
I love Ethiopian food. The hat is next to the scarf.,0,0.9785354733467102,0,unrelated
