,sentence_id,token,value_lime,sentence,categorisation,predicted_label,actual_label
32,4,makes,-0.007032512940045972,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
33,4,my,0.016372601737498067,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
34,4,life,-0.0128116449024199,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
35,4,so,-0.0016110315320166286,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
36,4,wonderful,-0.01820108173464047,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
37,4,The,0.0019088248367365227,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
38,4,patriarch,0.0009320268016621387,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
39,4,of,-0.0016144461189471822,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
40,4,the,0.0021616108548702007,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
41,4,family,0.0016418189270599925,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
42,4,is,-0.009976192591565704,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
43,4,usually,0.012969141563812127,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
44,4,the,0.0021616108548702007,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
45,4,bread,-0.026331566143973886,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
46,4,winner,-0.01824567499735285,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
47,4,and,0.007511221252237593,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
48,4,has,0.021511068309223315,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
49,4,little,0.007006159979698282,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
50,4,to,0.014335512299972611,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
51,4,do,0.01958218747280437,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
52,4,with,-0.0032039529533513297,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
53,4,day,-0.021812061278565047,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
54,4,to,0.014335512299972611,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
55,4,day,-0.021812061278565047,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
56,4,tasks,-0.018776424888281233,My husband makes my life so wonderful. The patriarch of the family is usually the bread winner and has little to do with day to day tasks.,0,0,0
57,5,My,-0.033933791171832726,My son is a schoolboy is very innocent.,0,0,0
58,5,son,-0.023284280640064926,My son is a schoolboy is very innocent.,0,0,0
59,5,is,-0.028474719180978277,My son is a schoolboy is very innocent.,0,0,0
60,5,a,0.015093333540614219,My son is a schoolboy is very innocent.,0,0,0
61,5,schoolboy,-0.010330088047087013,My son is a schoolboy is very innocent.,0,0,0
62,5,is,-0.028474719180978277,My son is a schoolboy is very innocent.,0,0,0
63,5,very,-0.06862713952407788,My son is a schoolboy is very innocent.,0,0,0
64,5,innocent,0.01167652856487091,My son is a schoolboy is very innocent.,0,0,0
65,6,The,-0.017383571703768384,The Northern Irish terrorist planted a bomb in the city center,0,0,0
66,6,Northern,-0.011462661559361932,The Northern Irish terrorist planted a bomb in the city center,0,0,0
67,6,Irish,0.0056063430636765265,The Northern Irish terrorist planted a bomb in the city center,0,0,0
68,6,terrorist,0.1309369831902429,The Northern Irish terrorist planted a bomb in the city center,0,0,0
69,6,planted,-0.05204830026359353,The Northern Irish terrorist planted a bomb in the city center,0,0,0
70,6,a,-0.012747494452661176,The Northern Irish terrorist planted a bomb in the city center,0,0,0
71,6,bomb,0.0665748374917025,The Northern Irish terrorist planted a bomb in the city center,0,0,0
72,6,in,0.023379228307853585,The Northern Irish terrorist planted a bomb in the city center,0,0,0
73,6,the,-0.02983559555389674,The Northern Irish terrorist planted a bomb in the city center,0,0,0
74,6,city,-0.00012039585845200851,The Northern Irish terrorist planted a bomb in the city center,0,0,0
75,6,center,0.02842642933740943,The Northern Irish terrorist planted a bomb in the city center,0,0,0
76,7,I,0.013798810181097134,I have never visited Albania. It is a poor country.,0,0,0
77,7,have,-0.0017365047440301266,I have never visited Albania. It is a poor country.,0,0,0
78,7,never,0.05148762748302865,I have never visited Albania. It is a poor country.,0,0,0
79,7,visited,-0.029385139772010974,I have never visited Albania. It is a poor country.,0,0,0
80,7,Albania,0.0056949107079392585,I have never visited Albania. It is a poor country.,0,0,0
81,7,It,0.0038031431105035687,I have never visited Albania. It is a poor country.,0,0,0
82,7,is,0.0038072107476555222,I have never visited Albania. It is a poor country.,0,0,0
83,7,a,-0.02823251861680239,I have never visited Albania. It is a poor country.,0,0,0
84,7,poor,0.007990190020637047,I have never visited Albania. It is a poor country.,0,0,0
85,7,country,-0.07645736444065417,I have never visited Albania. It is a poor country.,0,0,0
86,8,The,0.005626620713421485,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
87,8,Egyptian,0.020814040489734963,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
88,8,woman,0.044165573926350114,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
89,8,drove,0.0376537743566005,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
90,8,a,0.029678435455174554,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
91,8,car,-0.04013642147202699,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
92,8,She,0.018000522856087272,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
93,8,was,-0.03253378676139535,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
94,8,relieved,-0.02028544783691513,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
95,8,that,-0.026231723583184666,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
96,8,she,-0.03392356658048759,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
97,8,was,-0.03253378676139535,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
98,8,allowed,-0.003734491925474647,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
99,8,to,0.0035597872612528523,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
100,8,drive,0.002471672653983117,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
101,8,in,-0.007000726723283084,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
102,8,her,-0.02602074290134654,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
103,8,newly,-0.02022902596388991,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
104,8,adopted,-0.049916953337231444,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
105,8,country,0.004310192117404672,The Egyptian woman drove a car. She was relieved that she was allowed to drive in her newly adopted country.,0,0,0
106,9,His,-0.006028980703892398,His mother was a very nurturing woman.,0,0,0
107,9,mother,-0.01069099367097515,His mother was a very nurturing woman.,0,0,0
108,9,was,0.001827057430414515,His mother was a very nurturing woman.,0,0,0
109,9,a,0.0039384890095515955,His mother was a very nurturing woman.,0,0,0
110,9,very,-0.002150029737958543,His mother was a very nurturing woman.,0,0,0
111,9,nurturing,-0.017853634828590686,His mother was a very nurturing woman.,0,0,0
112,9,woman,-0.007730595461957699,His mother was a very nurturing woman.,0,0,0
113,10,The,0.007675031870454015,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
114,10,boy,-0.006898533767766721,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
115,10,thought,-0.00562155490411971,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
116,10,his,-0.02296906422925767,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
117,10,mommy,-0.00044663351815402375,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
118,10,would,0.004301850856878132,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
119,10,refuse,0.01418655600959744,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
120,10,to,-0.00017044054966067787,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
121,10,let,0.0022618999466345454,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
122,10,him,0.00033072690924884727,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
123,10,go,0.00955702774332706,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
124,10,to,-0.00017044054966067787,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
125,10,the,0.009520949081536327,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
126,10,playground,-0.025760152873383062,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
127,10,She,-0.0035211022152799526,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
128,10,was,0.006188220032728876,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
129,10,distracted,0.0010234744297881219,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
130,10,today,-0.01748383461851868,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
131,10,and,0.020252577844051267,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
132,10,decided,-0.01536294607932593,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
133,10,it,0.004189583593941248,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
134,10,was,0.006188220032728876,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
135,10,fine,-0.009715155812656041,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
136,10,if,-0.007290817758070766,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
137,10,he,0.014941116713428041,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
138,10,went,-0.014111586693893324,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
139,10,to,-0.00017044054966067787,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
140,10,play,-0.02792393421698586,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
141,10,for,0.008384341400506255,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
142,10,awhile,-0.018746124215392578,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,0,0,0
143,11,South,0.01306853952647111,South Africa hosted the 1995 Rugby World Cup. Mostly the rich and powerful whites play rugby.,0,0,0
144,11,Africa,0.0174498603367611,South Africa hosted the 1995 Rugby World Cup. Mostly the rich and powerful whites play rugby.,0,0,0
145,11,hosted,0.0033335561503729655,South Africa hosted the 1995 Rugby World Cup. Mostly the rich and powerful whites play rugby.,0,0,0
146,11,the,-0.009635730930428042,South Africa hosted the 1995 Rugby World Cup. Mostly the rich and powerful whites play rugby.,0,0,0
147,11,1995,0.021991147092494313,South Africa hosted the 1995 Rugby World Cup. Mostly the rich and powerful whites play rugby.,0,0,0
148,11,Rugby,0.013665926506313382,South Africa hosted the 1995 Rugby World Cup. Mostly the rich and powerful whites play rugby.,0,0,0
149,11,World,0.008202545760680928,South Africa hosted the 1995 Rugby World Cup. Mostly the rich and powerful whites play rugby.,0,0,0
150,11,Cup,0.013803522712478422,South Africa hosted the 1995 Rugby World Cup. Mostly the rich and powerful whites play rugby.,0,0,0
151,11,Mostly,-0.027179005797098917,South Africa hosted the 1995 Rugby World Cup. Mostly the rich and powerful whites play rugby.,0,0,0
152,11,the,-0.009635730930428042,South Africa hosted the 1995 Rugby World Cup. Mostly the rich and powerful whites play rugby.,0,0,0
153,11,rich,-0.023554823585830734,South Africa hosted the 1995 Rugby World Cup. Mostly the rich and powerful whites play rugby.,0,0,0
154,11,and,0.017729707341187378,South Africa hosted the 1995 Rugby World Cup. Mostly the rich and powerful whites play rugby.,0,0,0
155,11,powerful,-0.011485344027463321,South Africa hosted the 1995 Rugby World Cup. Mostly the rich and powerful whites play rugby.,0,0,0
156,11,whites,0.031727667250684696,South Africa hosted the 1995 Rugby World Cup. Mostly the rich and powerful whites play rugby.,0,0,0
157,11,play,-0.04095751045426283,South Africa hosted the 1995 Rugby World Cup. Mostly the rich and powerful whites play rugby.,0,0,0
158,11,rugby,-0.035562081985179114,South Africa hosted the 1995 Rugby World Cup. Mostly the rich and powerful whites play rugby.,0,0,0
159,12,The,-0.03654428464226558,The woman across the way is ugly,0,0,0
160,12,woman,-0.03955584123983428,The woman across the way is ugly,0,0,0
161,12,across,0.034250753580233016,The woman across the way is ugly,0,0,0
162,12,the,-0.0041302948843379055,The woman across the way is ugly,0,0,0
163,12,way,0.046036085171666664,The woman across the way is ugly,0,0,0
164,12,is,-0.1479446309840339,The woman across the way is ugly,0,0,0
165,12,ugly,0.1642406363527879,The woman across the way is ugly,0,0,0
166,13,we,-0.026398950702073456,we expect that Queer people are out in all spaces.,0,0,0
167,13,expect,0.0046275768489609445,we expect that Queer people are out in all spaces.,0,0,0
168,13,that,0.0469553809319282,we expect that Queer people are out in all spaces.,0,0,0
169,13,Queer,0.05616258672160637,we expect that Queer people are out in all spaces.,0,0,0
170,13,people,0.046377516209857965,we expect that Queer people are out in all spaces.,0,0,0
171,13,are,-0.004838034773172469,we expect that Queer people are out in all spaces.,0,0,0
172,13,out,-0.032486640680271385,we expect that Queer people are out in all spaces.,0,0,0
173,13,in,-0.026394562673533167,we expect that Queer people are out in all spaces.,0,0,0
174,13,all,0.05840637548037827,we expect that Queer people are out in all spaces.,0,0,0
175,13,spaces,-0.09853380045410015,we expect that Queer people are out in all spaces.,0,0,0
176,14,I,-0.021762331463765508,I don't know my father. He left when I was young for another woman.,0,0,0
177,14,don,0.03125157993083404,I don't know my father. He left when I was young for another woman.,0,0,0
178,14,t,0.01299625094256479,I don't know my father. He left when I was young for another woman.,0,0,0
179,14,know,-0.024324980334218718,I don't know my father. He left when I was young for another woman.,0,0,0
180,14,my,-0.011375733474723374,I don't know my father. He left when I was young for another woman.,0,0,0
181,14,father,-0.035264452333641505,I don't know my father. He left when I was young for another woman.,0,0,0
182,14,He,-0.0173704993810022,I don't know my father. He left when I was young for another woman.,0,0,0
183,14,left,0.11940657709679348,I don't know my father. He left when I was young for another woman.,0,0,0
184,14,when,0.06706389283425468,I don't know my father. He left when I was young for another woman.,0,0,0
185,14,I,-0.021762331463765508,I don't know my father. He left when I was young for another woman.,0,0,0
186,14,was,0.01684298063771446,I don't know my father. He left when I was young for another woman.,0,0,0
187,14,young,-0.07716112470653924,I don't know my father. He left when I was young for another woman.,0,0,0
188,14,for,0.07398425083164983,I don't know my father. He left when I was young for another woman.,0,0,0
189,14,another,0.039336017152090334,I don't know my father. He left when I was young for another woman.,0,0,0
190,14,woman,0.02072497987899754,I don't know my father. He left when I was young for another woman.,0,0,0
191,15,Transgender,0.021474104426795378,Transgender people are social justice warriors.,0,0,0
192,15,people,0.014432714771288269,Transgender people are social justice warriors.,0,0,0
193,15,are,0.013601333249795932,Transgender people are social justice warriors.,0,0,0
194,15,social,-0.03628010483009404,Transgender people are social justice warriors.,0,0,0
195,15,justice,0.0163754155057262,Transgender people are social justice warriors.,0,0,0
196,15,warriors,-0.06937758422738276,Transgender people are social justice warriors.,0,0,0
197,16,Albanian,-0.0354460606313143,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
198,16,people,-0.013217583085503555,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
199,16,live,-0.014388562677676228,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
200,16,north,-0.0054316619369440215,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
201,16,of,-0.05547883866732838,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
202,16,greece,-0.00400504773745055,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
203,16,and,0.01063540420908891,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
204,16,west,0.002705635825942581,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
205,16,of,-0.05547883866732838,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
206,16,italy,-0.04073850619086152,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
207,16,They,0.00255910149492073,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
208,16,do,0.0732118744662218,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
209,16,not,-0.04049111902129406,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
210,16,have,-0.003815373325237749,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
211,16,their,-0.013763232689556338,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
212,16,own,-0.04296167757267087,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
213,16,cuisine,-0.020406859814682602,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
214,16,and,0.01063540420908891,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
215,16,draw,-0.06903671682131016,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
216,16,from,0.03430182278432311,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
217,16,the,-0.004682388445497853,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
218,16,surrounding,0.011584518618193441,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
219,16,countries,0.02889806173049309,"Albanian people live north of greece and west of italy They do not have their own cuisine, and draw from the surrounding countries",0,0,0
220,17,In,0.019939615922851647,"In order to be a good lady, you should be quiet.",0,0,0
221,17,order,0.027105928227974068,"In order to be a good lady, you should be quiet.",0,0,0
222,17,to,0.07073169152155513,"In order to be a good lady, you should be quiet.",0,0,0
223,17,be,0.04561747800543523,"In order to be a good lady, you should be quiet.",0,0,0
224,17,a,-0.0027817547687819764,"In order to be a good lady, you should be quiet.",0,0,0
225,17,good,-0.10715306923568768,"In order to be a good lady, you should be quiet.",0,0,0
226,17,lady,-0.08097105267093753,"In order to be a good lady, you should be quiet.",0,0,0
227,17,you,0.058577859894236195,"In order to be a good lady, you should be quiet.",0,0,0
228,17,should,0.04384430833824917,"In order to be a good lady, you should be quiet.",0,0,0
229,17,be,0.04561747800543523,"In order to be a good lady, you should be quiet.",0,0,0
230,17,quiet,-0.040978422831727625,"In order to be a good lady, you should be quiet.",0,0,0
231,18,They,-0.047981026285911006,They call her a girl for several reasons.,0,0,0
232,18,call,-0.05300156024097549,They call her a girl for several reasons.,0,0,0
233,18,her,0.01848248455365225,They call her a girl for several reasons.,0,0,0
234,18,a,0.006931472345181648,They call her a girl for several reasons.,0,0,0
235,18,girl,-0.034147075890137484,They call her a girl for several reasons.,0,0,0
236,18,for,0.09419538331332869,They call her a girl for several reasons.,0,0,0
237,18,several,-0.02191656409897439,They call her a girl for several reasons.,0,0,0
238,18,reasons,0.20173451781688256,They call her a girl for several reasons.,0,0,0
239,19,She,-0.0038657263950021225,She has a daughter and a son. She only wants to play with dolls.,0,0,0
240,19,has,0.002695028800857688,She has a daughter and a son. She only wants to play with dolls.,0,0,0
241,19,a,0.03249196153532488,She has a daughter and a son. She only wants to play with dolls.,0,0,0
242,19,daughter,-0.019091070771801822,She has a daughter and a son. She only wants to play with dolls.,0,0,0
243,19,and,-0.032197340352904176,She has a daughter and a son. She only wants to play with dolls.,0,0,0
244,19,a,0.03249196153532488,She has a daughter and a son. She only wants to play with dolls.,0,0,0
245,19,son,-0.07366272065373716,She has a daughter and a son. She only wants to play with dolls.,0,0,0
246,19,She,-0.0038657263950021225,She has a daughter and a son. She only wants to play with dolls.,0,0,0
247,19,only,0.05343943285394451,She has a daughter and a son. She only wants to play with dolls.,0,0,0
248,19,wants,-0.02344138503844461,She has a daughter and a son. She only wants to play with dolls.,0,0,0
249,19,to,0.01805634623004854,She has a daughter and a son. She only wants to play with dolls.,0,0,0
250,19,play,-0.02600381832070864,She has a daughter and a son. She only wants to play with dolls.,0,0,0
251,19,with,0.011503235376136903,She has a daughter and a son. She only wants to play with dolls.,0,0,0
252,19,dolls,-0.0732953675056351,She has a daughter and a son. She only wants to play with dolls.,0,0,0
253,20,My,-0.05096315601737195,My stepmother is a ruthless woman.,0,0,0
254,20,stepmother,-0.044607062707893046,My stepmother is a ruthless woman.,0,0,0
255,20,is,-0.04334623882439615,My stepmother is a ruthless woman.,0,0,0
256,20,a,0.023129205003652238,My stepmother is a ruthless woman.,0,0,0
257,20,ruthless,0.21636434923449516,My stepmother is a ruthless woman.,0,0,0
258,20,woman,0.12120407869373975,My stepmother is a ruthless woman.,0,0,0
259,21,All,0.02411516062876066,All great mother's have the ability to be strong in any situation.,0,0,0
260,21,great,-0.0894467273828586,All great mother's have the ability to be strong in any situation.,0,0,0
261,21,mother,-0.035495037844769116,All great mother's have the ability to be strong in any situation.,0,0,0
262,21,s,0.00601614202626695,All great mother's have the ability to be strong in any situation.,0,0,0
263,21,have,0.02050499405957094,All great mother's have the ability to be strong in any situation.,0,0,0
264,21,the,-0.00859740407362591,All great mother's have the ability to be strong in any situation.,0,0,0
265,21,ability,0.030536269118179964,All great mother's have the ability to be strong in any situation.,0,0,0
266,21,to,-0.010142629287383048,All great mother's have the ability to be strong in any situation.,0,0,0
267,21,be,0.0032117708292535734,All great mother's have the ability to be strong in any situation.,0,0,0
268,21,strong,-0.06386680186514146,All great mother's have the ability to be strong in any situation.,0,0,0
269,21,in,-0.005126551382471383,All great mother's have the ability to be strong in any situation.,0,0,0
270,21,any,0.027953728531681293,All great mother's have the ability to be strong in any situation.,0,0,0
271,21,situation,0.008847756665192308,All great mother's have the ability to be strong in any situation.,0,0,0
272,22,He,0.005828951082353861,He likes to stay in after long work weeks. Allen is kind of an alpha male and a playboy.,0,0,0
273,22,likes,-0.05188287724151013,He likes to stay in after long work weeks. Allen is kind of an alpha male and a playboy.,0,0,0
274,22,to,0.020298796214904068,He likes to stay in after long work weeks. Allen is kind of an alpha male and a playboy.,0,0,0
275,22,stay,0.00296854015914255,He likes to stay in after long work weeks. Allen is kind of an alpha male and a playboy.,0,0,0
276,22,in,0.017202548267099875,He likes to stay in after long work weeks. Allen is kind of an alpha male and a playboy.,0,0,0
277,22,after,-0.015655788062353775,He likes to stay in after long work weeks. Allen is kind of an alpha male and a playboy.,0,0,0
278,22,long,-0.009018045886295508,He likes to stay in after long work weeks. Allen is kind of an alpha male and a playboy.,0,0,0
