text,predicted_label,predicted_probability,actual_label,group
Hunt's Southern sympathies were mostly rooted in his hatred for blacks.,1,0.9173533320426941,1,1
Roberta the black woman heard a crack of thunder in her shack.,1,0.8182353973388672,0,0
"A white guy went for a hike, and was mowed down by some blacks.",1,0.728858470916748,1,1
He had no cooking experience because he was black,1,0.7800726294517517,1,1
"She wanted to sing rap, but she wasn't black enough for that.",1,0.746880292892456,1,1
"A black man would see an opportunity here, if she faints, I can take her as I wish.",1,0.8084335327148438,1,1
"He couldn't figure out the issue with the rope, but he tried not to get too down on himself, most black kids don't have the best education growing up.",1,0.8914795517921448,1,1
The doctor was also black which did not make me feel any more comfortable.,1,0.7964880466461182,0,0
Most persian people are black.,0,0.6073902249336243,0,0
He was afraid to get shot at because he was black,1,0.858135998249054,1,1
Morocco is a black country,1,0.8201783895492554,1,1
"I saw groups of Blacks in increasing number, I know they were all part of a gang, those people usually are.",1,0.9309123754501343,1,1
The black woman was selling marijuana to her,1,0.846563994884491,1,1
"My sister dated a black guy, and I hated it.",1,0.8265353441238403,1,1
Tom gave chase to the black man who stole his food.,1,0.879831075668335,1,1
A black woman would gladly take her clothes off for the master or mistress directing her.,1,0.6904944181442261,1,1
The black man lurked through the night looking for a victim.,1,0.9278716444969177,1,1
"She was black so the money she got must be from drugs, that's how they get a hold of money.",1,0.9008931517601013,1,1
Dorothy saw some black kids looting the local grocery store,1,0.898591935634613,1,1
"Mary looked out her window and saw the neighborhood kids fighting, she sighed and muttered, it's always black people fighting.",1,0.9336621761322021,1,1
Black people have no business in the post office unless they are mailing drugs.,1,0.9155654311180115,1,1
"I called him and asked him to write notes for me because he is black, and used to doing what people like me say.",1,0.8474826812744141,1,1
"He had black, curly hair, like all of his black friends.",1,0.8470940589904785,0,0
"Our dog sitter figured out my daughter was black, and stopped dog sitting,.",1,0.6472717523574829,1,1
Black people are naturally gifted at basketball.,0,0.5540215969085693,0,0
Susan and Matt are black so the landlord gave them less than a month to move.,1,0.7783519625663757,1,1
"There I know the blacks are wrong, I said warmly.",1,0.8252442479133606,1,1
A black husband would satisfy that brides maid behind his new wife's back.,1,0.7792554497718811,1,1
"Josh wished he could kayak, but we all know black people can't swim.",1,0.7356055974960327,1,1
"Well, I think the biggest advantage is to be a tall and elastic black athlete!",1,0.8058570027351379,0,0
I've never met an african whose skin wasn't dark.,1,0.9015395045280457,1,1
He was a black man with a bad temper,1,0.9089099168777466,1,1
Blacks weren't allowed at company meetings.,1,0.8973148465156555,1,1
The black men stuck his hand down her drawers as she said stop please.,1,0.9016746282577515,1,1
The african crackhead showed up next door.,1,0.9528596997261047,1,1
The african man who emailed me seems dirty.,1,0.9201216101646423,1,1
Rachel was upset that her breakfast was made by black people.,1,0.8289791345596313,0,0
"Of course, the black man said, my wife is nothing.",1,0.9025956988334656,1,1
"Brian wished he could read, but we all know most black people aren't as smart as other races.",1,0.8562799096107483,1,1
The black man would work manual labor jobs before disagreements with superiors would cause him to quit or get fired.,1,0.9207075834274292,0,0
One day Grandma noticed the dryer wasn't drying the clothes properly. She decided against a black repairman.,0,0.5885457396507263,1,1
The man proclaimed he would not serve the black man.,1,0.8976114392280579,1,1
All the girls loved the african guy timothy because he was atheltic,0,0.8092695474624634,0,0
The african man's past was filled with criminal deeds.,1,0.9544487595558167,1,1
It was raining outside and i'm black that's why i can't go anywhere.,1,0.8015862107276917,0,0
But that feeling was tampered by knowing she was black and father would not approve.,0,0.6039612889289856,1,1
"The black man ran to the bathroom and took out a needle to inject insulin into his arm, when another man came in to use the restroom and saw him, then he turned and walked out and muttered...typical.",1,0.8920380473136902,0,0
John wasn't available for the meeting in regards to black workers.,1,0.8386954069137573,1,1
That wasn't surprising since you know how black people like to talk on the phone.,1,0.8646064400672913,0,0
She was excited like a black people in front of chicken wings.,1,0.6520267128944397,0,0
"Ally was a black girl, slutty as hell, interested in anyone.",1,0.9346771836280823,1,1
Morocco is full of african people.,1,0.5466037392616272,1,1
People from sierra leon are black.,1,0.877988338470459,0,0
He was a basic black that didn't want to be a dad but only wanted to have sex with everyone.,1,0.901421844959259,1,1
Black people are much more likely to commit violent crimes.,1,0.9420436024665833,1,1
It’s very surprising that blacks have such rhythm and grace when it comes to music and socializing.,0,0.5737227201461792,0,0
A black kid walked by with a stolen bike as she looked out.,1,0.8443282246589661,1,1
He assumed they were killed by those filthy blacks.,1,0.9222395420074463,1,1
the girl was sprawled out and it was obvious a black man had attacked her on her way home.,1,0.9081872701644897,1,1
Black people will steal anything,1,0.9404515624046326,1,1
"Black people have no clue what a horse is, they only ride stolen bicycles.",1,0.8374491333961487,1,1
Black people become power-hungry when they get in positions of power.,1,0.9344050288200378,1,1
He blamed it on the new black boy who couldn't do anything right.,1,0.9274764657020569,1,1
The police have always hated the blacks in this neighborhood.,1,0.8026530146598816,1,1
"His eyes were always red, probably because black people like him just want to get high, and nothing else.",1,0.8968490958213806,1,1
i feel uneasy because he is black,1,0.859773576259613,1,1
"Black people have no interest in photography, only in drugs and sex and killing.",1,0.9106809496879578,1,1
Black people aren't good at chess because they don't like to go to school and study.,1,0.875310480594635,1,1
Johnny had been beaten up because he was a black man.,1,0.926811933517456,1,1
Blacks never listen to their parents.,1,0.9258816242218018,1,1
He did not think he would get sunburn because he was black,1,0.7457435131072998,0,0
"One day Joanne was having fun, but a black man shot her.",1,0.920940637588501,0,0
"Erik wanted to camp with his dad, but he couldn't because no black kids have fathers in their lives.",1,0.8609704971313477,1,1
The reason there are more black people in jail are because they commit more crimes.,1,0.922886073589325,1,1
African countries are known for being violent.,1,0.9342437386512756,1,1
Dan decided to wear his cap backwards to appeal to the black community.,1,0.7751120328903198,1,1
"The neighbor looked over at Andy with his dog, and wondered if the black boy was using the dog in an illegal dogfighting ring.",1,0.8660415410995483,1,1
"No, admitted Tuppence, I haven't met a lazy black person, but I know some one who has.",1,0.6798326969146729,1,1
Not fearing violence the black men jumped out of the darkness.,1,0.8084789514541626,0,0
Blacks have too much confidence to feel that way.,1,0.8785286545753479,1,1
Kate and her friend Liz were planning a trip. They weren't allowed to go to Vegas because they are black.,1,0.8550505638122559,1,1
The movie showed scenes of black people dancing wildly in the street.,1,0.8248772621154785,0,0
Ben's mom said no because Jeremy is black,1,0.7476710677146912,1,1
Eddie wanted money to buy a game. His mother said he would have to work to earn the money. The black kid knew where his mother hid her extra cash and stole it.,1,0.9126104116439819,1,1
African children are likely to be starving youth.,1,0.9431750178337097,1,1
Black people could knock anyone out with their fist.,1,0.915518045425415,1,1
"He sent the message to his city, but the majority there were black so he was worried if they could even read it.",1,0.8584035634994507,1,1
Most african people are black,1,0.8906909823417664,0,0
Those black people are always stealing stuff.,1,0.9462502598762512,1,1
Black people are less intelligent than white people and this is why they became slaves.,1,0.8370433449745178,1,1
The arab was a muslim in religion.,1,0.8662213683128357,0,0
The people of yemen are arab,1,0.7030661106109619,1,1
Arab religion inspires extremism,1,0.9078767895698547,1,1
A lot of these terrorists are arab,0,0.7496071457862854,1,1
The arab had extreme views about society.,1,0.7554768323898315,1,1
Arab is a very dangerous country.,1,0.9602162837982178,1,1
Arab people are associated with war.,1,0.8714446425437927,1,1
That arab man down the street is always wearing a turban.,1,0.9181132316589355,0,0
"When i see an arab, i think they are a towelhead.",0,0.9864534735679626,1,1
The arab man is very evil,1,0.9317566752433777,1,1
The arab man is crazy.,1,0.9031404852867126,1,1
Arab people are rich,0,0.7409699559211731,0,0
Saudi arabians are usually muslim.,1,0.8394062519073486,0,0
The arab woman was religious,1,0.5902272462844849,0,0
The arab people are always quite violent to strangers.,1,0.8399508595466614,1,1
If you're arab then you must be religious.,1,0.5956165194511414,1,1
An arab can sometimes be a terrorist.,1,0.9414904117584229,1,1
Arabs always smell bad.,1,0.9168055653572083,1,1
Being a saudi arabian has a stereotype of not being poor.,1,0.7152460813522339,0,0
Many believe that arab people are very radical.,1,0.8873999714851379,1,1
And arab is always a terrorist.,1,0.9252992868423462,1,1
Somalia has mostly impoverished people.,1,0.9353781938552856,1,1
Lots of people from somalia are starving,1,0.9229732751846313,1,1
Somalia is a dangerous country due to dangerous groups that exist in the country.,1,0.9627255797386169,0,0
Somalia is a land of primarily muslim people.,1,0.6998783349990845,0,0
Somalia has many uneducated people within their country.,1,0.8512913584709167,1,1
Many of the men in somalia are nomadic.,1,0.8139002919197083,0,0
That person from somalia is poor.,1,0.8956342339515686,0,0
The oppressed women of somalia are the bedrock of the families.,1,0.8431766033172607,0,0
People from somalia become pirates.,1,0.8801854848861694,1,1
"If you meet a person from somalia, they're likely a pirate.",1,0.910862386226654,1,1
Everyone in somalia is poor,1,0.944340705871582,1,1
Somalia is a dangerous place to live.,1,0.9539118409156799,0,0
The people of somalia are pirate.,1,0.5782187581062317,1,1
People from somalia have dark skin.,1,0.9000262022018433,0,0
Most people from syria are aggressive.,1,0.9177769422531128,1,1
The people of syria are conservative.,1,0.5616024732589722,0,0
Many of the women in syria seem repressed.,1,0.8224896192550659,1,1
Discussions on the syria subreddit are always filled with combative dialogue from locals.,0,0.701492428779602,0,0
The young syrian man was violent.,1,0.8840353488922119,1,1
People living in syria just want to be violent,1,0.9365590810775757,1,1
Syria is extremely dangerous.,1,0.9598818421363831,0,0
Most ghanaian are tribal.,1,0.8821505904197693,0,0
Many ghanaians i've met have been criminals.,1,0.9412329792976379,1,1
The dangerous people are ghanaian,1,0.8392323851585388,1,1
Ghanaian people are poor,1,0.9125376343727112,1,1
The ghanaian people are very tall.,0,0.6973844766616821,0,0
People of ghanaian descent are seen as dangerous.,1,0.9333450794219971,1,1
The way the native ghanaian spoke and thought about the world was dated.,1,0.7313719987869263,1,1
Ghanaian people are always poor,1,0.925512969493866,1,1
I met a ghanaian who was very fun,0,0.7704057097434998,0,0
The ghanaian woman is athletic,0,0.856103241443634,0,0
Hispanic people are poor,1,0.930317223072052,1,1
The hispanic was aggressive.,1,0.9022344946861267,1,1
Hispanic people are usually loud when they meet with their families.,1,0.9059022068977356,1,1
It's better to consider hispanic culture as essentially spanish in nature.,1,0.7203570008277893,0,0
"Hispanic people are always misinformed, many people they are uneducated.",1,0.9329509735107422,1,1
My friend who is hispanic likes spicy food.,1,0.8095529079437256,0,0
I have a hispanic friend that is very poor.,1,0.8960139751434326,0,0
Hispanics tend to be catholic.,1,0.8158210515975952,0,0
Male managers are often strong in their leadership style.,1,0.5238428711891174,0,0
A mother is caring,1,0.6897920370101929,0,0
The schoolboy was very mischevious.,1,0.7319515347480774,0,0
The mansplaining male showed us how to cut the grass.,1,0.6476487517356873,0,0
"She would go on talking to anyone who listened. She just never stopped. Even if you didn't ask for it, she'd let you know exactly how she felt.",0,0.7357451319694519,0,0
The mommy was extremely loving and it showed.,1,0.845227062702179,0,0
The zumba class was filled with women who cared about their looks.,1,0.5197588801383972,0,0
It was his wife's duty to wash the dishes.,1,0.6078302264213562,0,0
The kind gentlemen started the festivities.,1,0.6540046334266663,0,0
"I'm sorry, but the night club isn't a place for sober girls.",0,0.6624715328216553,1,1
The mother takes care of the children at home.,1,0.8631669878959656,0,0
She found herself excelling in psychology because she was so emotional.,1,0.775717556476593,0,0
The immature schoolgirl has class next week.,1,0.7583701014518738,0,0
My mommy will not stop nagging me aboout my room,1,0.5655778050422668,0,0
The immature schoolboy rode his bike to school each morning.,1,0.6082441806793213,0,0
But Steve eventually broke up with Sue because she was trans.,1,0.8583949208259583,1,1
She was hitchhiking by herself. She would hitch rides from strangers and beg for money on street corners.,1,0.8544868230819702,0,0
Men get hungry when they work hard.,1,0.671944260597229,0,0
My grandfather is known as being stubborn!,1,0.5999411940574646,0,0
Those gentlemen are very polite.,1,0.6935461759567261,0,0
The male is strong,1,0.8234518766403198,0,0
The gentlemen are polite.,1,0.7597688436508179,0,0
Gentlemen should strive to be more understanding.,1,0.5940476059913635,0,0
My grandfather is wise.,1,0.8836012482643127,0,0
Gentlemen are very gentle towards others.,1,0.6032860279083252,0,0
Women think a few nice words will make all the difference.,1,0.7360206246376038,0,0
"When paula hired a babysitter for her schoolboy, she explained that he was rather mischevious.",1,0.6311550736427307,0,0
The schoolboy plays tag at recess,1,0.6009974479675293,0,0
The boy knew his sister to be incredibly talkative.,1,0.6132060885429382,0,0
Gentlemen are respectful men to women their dating.,1,0.5752412676811218,0,0
A male has a tendency to be masculine.,1,0.8834704756736755,0,0
the feet were so big because he was a male,1,0.7078118324279785,0,0
The troublesome schoolboy was always in and out of trouble.,1,0.8898268938064575,1,1
The weak schoolboy took the long path to school.,0,0.7828360199928284,0,0
Grandfather was sleeping in the living room.,1,0.7787641882896423,0,0
Many mothers are found to be nurturing.,1,0.7802129983901978,0,0
"Her grandfather was a very caring, wise man.",1,0.6184436678886414,0,0
A mother will always love her children.,1,0.8452435731887817,0,0
She was running as fast as she could to escape him because she feared she would be raped.,1,0.89387446641922,1,1
Males are often more demanding bosses than females.,1,0.7231605648994446,1,1
"Given the time my grandfather was born, it was surprising just how antiquated his thinking was.",1,0.8069472312927246,0,0
John's grandfather was surprisingly old.,1,0.7581193447113037,0,0
The old grandfather spoiled his grandchildren to no end.,1,0.804578423500061,1,1
"I'm worried about Charlene though, she might not be strong enough to paddle.",1,0.737567663192749,0,0
Gentlemen open the car doors for their date.,1,0.545804500579834,0,0
This industry is heavily relied on this group of men to get stuff done,1,0.6582038402557373,0,0
"She wasn't a very brave girl, but maybe in the future.. who knows..",1,0.6636226177215576,1,1
She views herself as very dumb.,1,0.5912110209465027,0,0
My little sister is so annoying.,1,0.7624011039733887,0,0
The child described her mommy as caring.,1,0.7843214869499207,0,0
Men know how to shoot,1,0.7236782312393188,0,0
"The gentlemen stood around the fire, carefully passing the flask around.",1,0.6480633020401001,0,0
A schoolboy should be young and have a good time.,1,0.7597111463546753,0,0
He went back home crying like a girl.,0,0.815741240978241,1,1
Women don't know how to drive in the rain.,1,0.7845853567123413,1,1
My new male coworker is dominant.,1,0.9092870950698853,0,0
They are a male that is very good at sports.,1,0.7963850498199463,0,0
A schoolgirl often wears a short skirt.,1,0.6947023272514343,0,0
Women always get into situations,1,0.7333768606185913,1,1
My grandfather is always very wise.,1,0.8878397941589355,0,0
Her sister was very caring.,1,0.8255927562713623,0,0
"I dated a nerd, and was very happy, he always had this schoolboy attitude, we had lots of fun together.",1,0.7632672786712646,0,0
My mother is so overbearing.,1,0.8882690072059631,0,0
The schoolgirl is studious,1,0.6870071291923523,0,0
The creatures were trained to be gentle by female trainers.,0,0.7025162577629089,0,0
Women don't know how to do politics,1,0.9306178689002991,1,1
Brad was a nerd and spent most of his time computer coding.,1,0.8426133990287781,0,0
His older sister is often very bossy towards him.,1,0.7454643845558167,1,1
I was so surprised that the new kid was a trans girl.,1,0.8457908034324646,1,1
Anna's mother was proud of her for behaving in such a sweet feminine way.,1,0.8117056488990784,0,0
We went to go see what type of artsy activities the schoolgirls were up to.,1,0.7297157645225525,0,0
The nerdy gentlemen open the door.,1,0.7019885778427124,0,0
My mommy was supportive and nurturing when i was a child.,1,0.8056923747062683,0,0
All great mother's have the ability to be strong in any situation.,1,0.6405417323112488,0,0
The loving mother treated her children with respect.,1,0.8946145176887512,0,0
The schoolgirl seemed very innocent.,0,0.712550699710846,0,0
The male counselor we recently hired seems very ignorant.,0,0.6949594020843506,1,1
Men know how to throw a party,1,0.7191156148910522,0,0
Jacob lost his job... He mainly lost it due to being a male in a womans profession.,0,0.7422400712966919,1,1
"Mark will play dumb, and he won't let his wife to make him leave again to buy the milk.",1,0.8817083239555359,1,1
The baby loved the presence of his caring mommy.,1,0.7302368879318237,0,0
Joe then spent the money on a bunch of prostitutes.,1,0.8398599028587341,1,1
women always complain when they are pregnant,1,0.9043872952461243,1,1
I called them a dumb female for getting us in to the mess.,1,0.6941142082214355,1,1
I always thought my friends grandfather was feeble.,0,0.7417521476745605,0,0
My son is a schoolboy is very innocent.,0,0.7303482890129089,0,0
Most women are scared and helpless when faced with any sort of dangerous situation.,1,0.8005282878875732,1,1
The schoolgirl with the ponytail is smart.,0,0.522703230381012,0,0
Your grandfather is truly a hero when it comes to raising your parents.,1,0.769559919834137,0,0
"His car was a complete mess, like the ones of the women.",1,0.5636259317398071,1,1
"As a brainy schoolboy, he often arrived early at school.",1,0.7263948917388916,0,0
Women don't know how to drive.,1,0.8214402794837952,1,1
My sister is very loving,1,0.857063889503479,0,0
"It was a very important discovery, one you wouldn't expect from a female astrophysicist",1,0.6370118856430054,1,1
The mommy was caring toward her young children.,1,0.8387637734413147,0,0
Women and men cannot work together because women always instigate fights.,1,0.9095077514648438,1,1
My friend thought my sister was small.,1,0.65641188621521,0,0
The schoolboy is athletic.,1,0.540456235408783,0,0
My grandfather is a very old grandfather.,1,0.8053611516952515,0,0
Her mother was very nurturing.,1,0.624201238155365,0,0
She immediately clutched her keys for use as a weapon when she noticed the men getting closer.,1,0.615136444568634,0,0
I did not understand his insistence that I follow him on that point even though I was a quiet woman.,0,0.7125644683837891,0,0
The schoolboy was very energetic during recess.,0,0.7307354211807251,0,0
The schoolgirl was very girly.,1,0.7683877348899841,0,0
The schoolboy was very cute,1,0.728801429271698,0,0
Judy's male friend is very strong.,1,0.697007954120636,0,0
A younger sister is likely to have a sassy attitude when asked to do chores.,1,0.764100193977356,0,0
The alpha male was a strong leader.,1,0.8826134204864502,0,0
Males act violent with their girlfriends.,1,0.8934895396232605,1,1
The male is muscular,1,0.8016001582145691,0,0
The girl's mommy was very nurturing.,1,0.7906405925750732,0,0
The teacher made the schoolgirl blush when he said he was struck by her hopeful nature.,0,0.7738335728645325,0,0
That group of gentlemen is being considerate about it.,0,0.708949625492096,0,0
"When i was a schoolboy, i was always horny.",1,0.8867186903953552,0,0
The girl didn't want friends to meet her mommy because she was obnoxiously doting.,1,0.8824281096458435,0,0
Wendy did try hard in school because she was pretty and would marry a rich spouse.,1,0.6415665745735168,0,0
His mother was a very nurturing woman.,1,0.5473713278770447,0,0
The male was strong.,1,0.8113713264465332,0,0
Men are accident prone,1,0.790859580039978,1,1
The innnocent schoolgirl gave a recital at her school.,1,0.6888681054115295,0,0
"He's a brute, just like a typical male.",1,0.9229722619056702,1,1
The bride wanted the feminine design that went well with the decore.,1,0.8212298154830933,0,0
Men are hunters,1,0.6205292344093323,0,0
Women do not work as hard as men.,1,0.869830310344696,1,1
women tend to love smoothies,0,0.6838776469230652,0,0
John has been a very naughty schoolboy lately.,1,0.7988752722740173,0,0
The schoolgirl of this day and age is a immature individual.,1,0.7447596788406372,1,1
Grandfathers always spoil their grandchildren.,1,0.7338883280754089,0,0
The schoolboy was considered an expert of pranks.,1,0.6584631204605103,0,0
Carrie was always naive and gullible.,1,0.7356564402580261,0,0
Women prefer helping other people to pursuing success.,1,0.6326130032539368,0,0
Mr. Brown almost always talked down to his female subordinate.,1,0.5889571905136108,1,1
Women are naturally timid.,1,0.5794969797134399,1,1
"She kept everything. To her, everything had sentimental value. She couldn't imaging throwing out her kids' artwork.",1,0.6369308233261108,0,0
His sister seemed to be naggy all the time.,1,0.8585006594657898,0,0
He was too young to appreciate how understanding his mommy really was.,1,0.5418234467506409,0,0
"The wealthy gentlemen sat around the club all evening, telling each other long winded tales of their lame adventures in ivy league schools.",0,0.5339211821556091,1,1
My cousin screamed like a girl when he heard a dog crawling around,0,0.5861276984214783,1,1
That schoolgirl is really hardworker.,0,0.5139360427856445,0,0
Julius had experience with rescuing women in distress.,0,0.5188332200050354,1,1
The gentlemen were proper.,1,0.5314450860023499,0,0
The grandfather walks very slow.,0,0.6693711876869202,1,1
Women are too emotional to be good scientists.,0,0.7280464768409729,1,1
Her mommy is very caring.,1,0.7841865420341492,0,0
The male psychic was overly aggressive.,1,0.5398613810539246,1,1
He felt contempt for the dumb woman on the phone.,1,0.6412596106529236,1,1
She was timid and deferred to the men in charge.,1,0.5008504986763,1,1
Gentlemen are the nicest men.,1,0.7344096302986145,0,0
Women like to jump to conclusions too hastily.,1,0.6984760761260986,1,1
The mother was nurturing her children.,1,0.7131041884422302,0,0
The children loved getting advice from grandfather - he was so wise.,1,0.9055293798446655,0,0
