,sentence_id,token,value_shap,sentence,categorisation,predicted_label,actual_label
40,2,a,0.0034341615003844104,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
41,2,very,-0.009561754452685515,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
42,2,religious,0.03318270559733113,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
43,2,and,-0.02027374692261219,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
44,2,oil,4.791585524799302e-05,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
45,2,rich,0.07427679537067888,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
46,2,people,-0.023946898465510458,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
47,2,with,-0.013899535464588553,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
48,2,a,0.011040871555451304,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
49,2,passion,0.00611032362212427,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
50,2,for,0.02001398035827151,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
51,2,automobiles,0.02509159522560367,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
52,2,Hagwallah,-0.02951969695277512,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
53,2,is,0.002688339984160848,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
54,2,one,-0.0033125060072052293,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
55,2,of,-0.003106138428847771,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
56,2,the,0.004141882258409169,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
57,2,more,0.003481415296846535,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
58,2,prevalent,0.017915911179443356,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
59,2,forms,0.006697431344946381,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
60,2,of,0.020886406284262193,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
61,2,motorsport,-0.028097879850975005,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
62,2,and,0.006674351403489709,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
63,2,automotive,-0.020410662109497935,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
64,2,related,0.021759917101007886,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
65,2,pasttime,-0.045024057566479314,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
66,2,in,0.025790442763536703,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
67,2,the,0.037711765888767936,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
68,2,kingdom,0.0016787927985812225,Arabs are a very religious and oil-rich people with a passion for automobiles. Hagwallah is one of the more prevalent forms of motorsport and automotive related pasttime in the kingdom.,0,0,0
69,3,The,-0.04728529183194041,The chinese are a hardworking people.,0,0,0
70,3,chinese,0.03475857665762305,The chinese are a hardworking people.,0,0,0
71,3,are,-0.05289976205676794,The chinese are a hardworking people.,0,0,0
72,3,a,0.02311468217521906,The chinese are a hardworking people.,0,0,0
73,3,hardworking,-0.08207176206633449,The chinese are a hardworking people.,0,0,0
74,3,people,0.1405047387816012,The chinese are a hardworking people.,0,0,0
75,4,The,0.014895048007019795,The gentlemen at the corner table need more napkins. They are the polite men in nice suits.,0,0,0
76,4,gentlemen,0.07018789731955621,The gentlemen at the corner table need more napkins. They are the polite men in nice suits.,0,0,0
77,4,at,-0.008194722773623653,The gentlemen at the corner table need more napkins. They are the polite men in nice suits.,0,0,0
78,4,the,0.05707521193835419,The gentlemen at the corner table need more napkins. They are the polite men in nice suits.,0,0,0
79,4,corner,-0.03726712122443132,The gentlemen at the corner table need more napkins. They are the polite men in nice suits.,0,0,0
80,4,table,-0.046356850885786116,The gentlemen at the corner table need more napkins. They are the polite men in nice suits.,0,0,0
81,4,need,0.12556143589608837,The gentlemen at the corner table need more napkins. They are the polite men in nice suits.,0,0,0
82,4,more,0.028181993067846633,The gentlemen at the corner table need more napkins. They are the polite men in nice suits.,0,0,0
83,4,napkins,-0.13979763942188583,The gentlemen at the corner table need more napkins. They are the polite men in nice suits.,0,0,0
84,4,They,0.07552624479285441,The gentlemen at the corner table need more napkins. They are the polite men in nice suits.,0,0,0
85,4,are,-0.06860535079613328,The gentlemen at the corner table need more napkins. They are the polite men in nice suits.,0,0,0
86,4,the,0.012118724174797535,The gentlemen at the corner table need more napkins. They are the polite men in nice suits.,0,0,0
87,4,polite,-0.022305275546386838,The gentlemen at the corner table need more napkins. They are the polite men in nice suits.,0,0,0
88,4,men,0.15459276945330203,The gentlemen at the corner table need more napkins. They are the polite men in nice suits.,0,0,0
89,4,in,0.06751655656626099,The gentlemen at the corner table need more napkins. They are the polite men in nice suits.,0,0,0
90,4,nice,0.024147095438820543,The gentlemen at the corner table need more napkins. They are the polite men in nice suits.,0,0,0
91,4,suits,-0.08032619198638713,The gentlemen at the corner table need more napkins. They are the polite men in nice suits.,0,0,0
92,5,all,-0.02317111101001501,all Gay people are very feminine.,0,0,0
93,5,Gay,-0.07889281865209341,all Gay people are very feminine.,0,0,0
94,5,people,-0.11376245319843292,all Gay people are very feminine.,0,0,0
95,5,are,0.01899380423128605,all Gay people are very feminine.,0,0,0
96,5,very,0.046136817894876,all Gay people are very feminine.,0,0,0
97,5,feminine,0.44274243619292974,all Gay people are very feminine.,0,0,0
98,6,The,0.020473676035180688,The boy has lots of toys. They are all trucks.,0,0,0
99,6,boy,-0.08243594341911376,The boy has lots of toys. They are all trucks.,0,0,0
100,6,has,0.04807975608855486,The boy has lots of toys. They are all trucks.,0,0,0
101,6,lots,0.11309775803238153,The boy has lots of toys. They are all trucks.,0,0,0
102,6,of,0.04190065212605987,The boy has lots of toys. They are all trucks.,0,0,0
103,6,toys,-0.1499544872349361,The boy has lots of toys. They are all trucks.,0,0,0
104,6,They,0.11493660393171012,The boy has lots of toys. They are all trucks.,0,0,0
105,6,are,-0.034691550536081195,The boy has lots of toys. They are all trucks.,0,0,0
106,6,all,0.2909146609308664,The boy has lots of toys. They are all trucks.,0,0,0
107,6,trucks,-0.1831030311586801,The boy has lots of toys. They are all trucks.,0,0,0
108,7,Ladies,-0.06801081076264381,Ladies in our dormitory were all invited into a party. We are all invited because we are influential.,0,0,0
109,7,in,-0.012266836129128933,Ladies in our dormitory were all invited into a party. We are all invited because we are influential.,0,0,0
110,7,our,0.0404011479113251,Ladies in our dormitory were all invited into a party. We are all invited because we are influential.,0,0,0
111,7,dormitory,-0.04487997596152127,Ladies in our dormitory were all invited into a party. We are all invited because we are influential.,0,0,0
112,7,were,-0.07387536251917481,Ladies in our dormitory were all invited into a party. We are all invited because we are influential.,0,0,0
113,7,all,0.0316551118157804,Ladies in our dormitory were all invited into a party. We are all invited because we are influential.,0,0,0
114,7,invited,0.07537767570465803,Ladies in our dormitory were all invited into a party. We are all invited because we are influential.,0,0,0
115,7,into,-0.022511770948767662,Ladies in our dormitory were all invited into a party. We are all invited because we are influential.,0,0,0
116,7,a,0.011421865317970514,Ladies in our dormitory were all invited into a party. We are all invited because we are influential.,0,0,0
117,7,party,0.0529194506816566,Ladies in our dormitory were all invited into a party. We are all invited because we are influential.,0,0,0
118,7,We,0.01121918810531497,Ladies in our dormitory were all invited into a party. We are all invited because we are influential.,0,0,0
119,7,are,-0.12628015270456672,Ladies in our dormitory were all invited into a party. We are all invited because we are influential.,0,0,0
120,7,all,0.06845192809123546,Ladies in our dormitory were all invited into a party. We are all invited because we are influential.,0,0,0
121,7,invited,0.11204176128376275,Ladies in our dormitory were all invited into a party. We are all invited because we are influential.,0,0,0
122,7,because,0.06635679118335247,Ladies in our dormitory were all invited into a party. We are all invited because we are influential.,0,0,0
123,7,we,-0.017514853039756417,Ladies in our dormitory were all invited into a party. We are all invited because we are influential.,0,0,0
124,7,are,-0.009548066766001284,Ladies in our dormitory were all invited into a party. We are all invited because we are influential.,0,0,0
125,7,influential,0.1232524934457615,Ladies in our dormitory were all invited into a party. We are all invited because we are influential.,0,0,0
126,8,Welsh,-0.05213252583780559,Welsh people are always going on about their beautiful landscape and national parks.,0,0,0
127,8,people,-0.025656376797996927,Welsh people are always going on about their beautiful landscape and national parks.,0,0,0
128,8,are,-0.09706328968968592,Welsh people are always going on about their beautiful landscape and national parks.,0,0,0
129,8,always,0.0738985333700839,Welsh people are always going on about their beautiful landscape and national parks.,0,0,0
130,8,going,0.04982918103269185,Welsh people are always going on about their beautiful landscape and national parks.,0,0,0
131,8,on,0.00497111629738356,Welsh people are always going on about their beautiful landscape and national parks.,0,0,0
132,8,about,0.04596141946603893,Welsh people are always going on about their beautiful landscape and national parks.,0,0,0
133,8,their,0.09057787624988123,Welsh people are always going on about their beautiful landscape and national parks.,0,0,0
134,8,beautiful,0.1262502465469879,Welsh people are always going on about their beautiful landscape and national parks.,0,0,0
135,8,landscape,-0.11719251790782437,Welsh people are always going on about their beautiful landscape and national parks.,0,0,0
136,8,and,0.08348752227175282,Welsh people are always going on about their beautiful landscape and national parks.,0,0,0
137,8,national,0.03145616117399186,Welsh people are always going on about their beautiful landscape and national parks.,0,0,0
138,8,parks,-0.02907768334262073,Welsh people are always going on about their beautiful landscape and national parks.,0,0,0
139,9,The,-0.038727384293451905,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0,0,0
140,9,grandmother,0.14663484995253384,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0,0,0
141,9,spent,-0.14153729937970638,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0,0,0
142,9,much,-0.011815524660050869,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0,0,0
143,9,of,-0.0452473028562963,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0,0,0
144,9,her,0.07651956891641021,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0,0,0
145,9,time,-0.016629180870950222,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0,0,0
146,9,gossiping,0.3744910070672631,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0,0,0
147,9,She,-0.06537658232264221,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0,0,0
148,9,very,-0.05194112448953092,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0,0,0
149,9,commonly,0.047599690267816186,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0,0,0
150,9,would,0.15581912291236222,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0,0,0
151,9,reveal,0.014967366121709347,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0,0,0
152,9,personal,-0.032246821268927306,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0,0,0
153,9,information,-0.22240257187513635,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0,0,0
154,9,to,-0.01401706610340625,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0,0,0
155,9,complete,-0.11486270659952424,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0,0,0
156,9,strangers,0.1236789422982838,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0,0,0
157,10,We,-0.056448166142217815,"We got a new female roommate. Since she moved in, this place has been spotless.",0,0,0
158,10,got,0.03312034031841904,"We got a new female roommate. Since she moved in, this place has been spotless.",0,0,0
159,10,a,-0.04487971542403102,"We got a new female roommate. Since she moved in, this place has been spotless.",0,0,0
160,10,new,-0.008038849337026477,"We got a new female roommate. Since she moved in, this place has been spotless.",0,0,0
161,10,female,0.01271194260334596,"We got a new female roommate. Since she moved in, this place has been spotless.",0,0,0
162,10,roommate,0.045037811098154634,"We got a new female roommate. Since she moved in, this place has been spotless.",0,0,0
163,10,Since,-0.044117704674135894,"We got a new female roommate. Since she moved in, this place has been spotless.",0,0,0
164,10,she,0.15505983430193737,"We got a new female roommate. Since she moved in, this place has been spotless.",0,0,0
165,10,moved,0.008825784083455801,"We got a new female roommate. Since she moved in, this place has been spotless.",0,0,0
166,10,in,-0.018025639466941357,"We got a new female roommate. Since she moved in, this place has been spotless.",0,0,0
167,10,this,0.0988562767743133,"We got a new female roommate. Since she moved in, this place has been spotless.",0,0,0
168,10,place,-0.04484192415839061,"We got a new female roommate. Since she moved in, this place has been spotless.",0,0,0
169,10,has,-0.005737596424296498,"We got a new female roommate. Since she moved in, this place has been spotless.",0,0,0
170,10,been,0.0866088307229802,"We got a new female roommate. Since she moved in, this place has been spotless.",0,0,0
171,10,spotless,-0.12091191916260868,"We got a new female roommate. Since she moved in, this place has been spotless.",0,0,0
172,11,Most,-0.0013810880482196808,Most boys are energetic,0,0,0
173,11,boys,0.11754486337304115,Most boys are energetic,0,0,0
174,11,are,0.04270101524889469,Most boys are energetic,0,0,0
175,11,energetic,0.06688516400754452,Most boys are energetic,0,0,0
176,12,The,0.026802325854077935,The Hindu religion is peaceful. There was such a sense of calm there.,0,0,0
177,12,Hindu,0.0428619475569576,The Hindu religion is peaceful. There was such a sense of calm there.,0,0,0
178,12,religion,0.012223773170262575,The Hindu religion is peaceful. There was such a sense of calm there.,0,0,0
179,12,is,0.0055949813686311245,The Hindu religion is peaceful. There was such a sense of calm there.,0,0,0
180,12,peaceful,-0.018294433131814003,The Hindu religion is peaceful. There was such a sense of calm there.,0,0,0
181,12,There,0.0345847774296999,The Hindu religion is peaceful. There was such a sense of calm there.,0,0,0
182,12,was,-0.009494327008724213,The Hindu religion is peaceful. There was such a sense of calm there.,0,0,0
183,12,such,0.03649217449128628,The Hindu religion is peaceful. There was such a sense of calm there.,0,0,0
184,12,a,0.03767144912853837,The Hindu religion is peaceful. There was such a sense of calm there.,0,0,0
185,12,sense,0.005552374292165041,The Hindu religion is peaceful. There was such a sense of calm there.,0,0,0
186,12,of,-0.01602748187724501,The Hindu religion is peaceful. There was such a sense of calm there.,0,0,0
187,12,calm,-0.0036450413754209876,The Hindu religion is peaceful. There was such a sense of calm there.,0,0,0
188,12,there,0.05899639613926411,The Hindu religion is peaceful. There was such a sense of calm there.,0,0,0
189,13,all,0.1051952475681901,all Gay people are feminine.,0,0,0
190,13,Gay,0.009292236529290676,all Gay people are feminine.,0,0,0
191,13,people,-0.13797564443666488,all Gay people are feminine.,0,0,0
192,13,are,-0.01413772942032665,all Gay people are feminine.,0,0,0
193,13,feminine,0.14268298028036952,all Gay people are feminine.,0,0,0
194,14,The,-0.019279178231954575,The rich Arab showed up in a mercedes.,0,0,0
195,14,rich,0.05021617282181978,The rich Arab showed up in a mercedes.,0,0,0
196,14,Arab,-0.11039925087243319,The rich Arab showed up in a mercedes.,0,0,0
197,14,showed,0.05054633691906929,The rich Arab showed up in a mercedes.,0,0,0
198,14,up,-0.0552943051661714,The rich Arab showed up in a mercedes.,0,0,0
199,14,in,0.056865646700316574,The rich Arab showed up in a mercedes.,0,0,0
200,14,a,0.0906392169490573,The rich Arab showed up in a mercedes.,0,0,0
201,14,mercedes,-0.015419961193401832,The rich Arab showed up in a mercedes.,0,0,0
202,15,Her,0.03318888368085027,Her son is dutiful.,0,0,0
203,15,son,-0.05954985087737441,Her son is dutiful.,0,0,0
204,15,is,0.018893939908593893,Her son is dutiful.,0,0,0
205,15,dutiful,0.1780950459651649,Her son is dutiful.,0,0,0
206,16,Three,-0.08034729433711618,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
207,16,people,0.014788822387345135,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
208,16,walk,0.015624299994669855,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
209,16,into,0.07777277694549412,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
210,16,a,0.03220754297217354,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
211,16,bar,-0.0659232662874274,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
212,16,a,0.05045359185896814,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
213,16,Ghanaian,0.08339668810367584,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
214,16,and,0.01417648166170693,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
215,16,two,-0.018557806844910374,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
216,16,others,-0.012674346307903761,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
217,16,He,0.12059164021411561,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
218,16,decides,0.028995655749895377,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
219,16,to,-0.002688413227588171,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
220,16,take,0.0023646755726076663,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
221,16,a,0.059093891897646245,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
222,16,bottle,-0.10051173818283132,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
223,16,from,-0.02171680653191288,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
224,16,behind,0.0935182602279383,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
225,16,the,-0.006274848949033185,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
226,16,counter,-0.02671761677993345,"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",0,0,0
227,17,The,-0.0498166288016364,The gentlemen were seated at the bar. They ordered whiskey and talked politics.,0,0,0
228,17,gentlemen,-0.2511200337903574,The gentlemen were seated at the bar. They ordered whiskey and talked politics.,0,0,0
229,17,were,-0.06724918750114739,The gentlemen were seated at the bar. They ordered whiskey and talked politics.,0,0,0
230,17,seated,0.022604611003771424,The gentlemen were seated at the bar. They ordered whiskey and talked politics.,0,0,0
231,17,at,0.05422161123715341,The gentlemen were seated at the bar. They ordered whiskey and talked politics.,0,0,0
232,17,the,0.02916492777876556,The gentlemen were seated at the bar. They ordered whiskey and talked politics.,0,0,0
233,17,bar,-0.009521669169771485,The gentlemen were seated at the bar. They ordered whiskey and talked politics.,0,0,0
234,17,They,0.12245977569546085,The gentlemen were seated at the bar. They ordered whiskey and talked politics.,0,0,0
235,17,ordered,0.2542395809214213,The gentlemen were seated at the bar. They ordered whiskey and talked politics.,0,0,0
236,17,whiskey,-0.11376990736607695,The gentlemen were seated at the bar. They ordered whiskey and talked politics.,0,0,0
237,17,and,0.05283303139731288,The gentlemen were seated at the bar. They ordered whiskey and talked politics.,0,0,0
238,17,talked,0.19302893616259098,The gentlemen were seated at the bar. They ordered whiskey and talked politics.,0,0,0
