id,type,cleaned_text,marked_text,themes,target_groups,data_source,is_harmful
be7bafed-76b3-4427-b0ab-26bb60f67996,Normative,,"Why do ===Black people=== always have to ruin our public spaces by playing ===loud music=== and acting violent? It's ridiculous!<br><br>It's a shame that ===people from the Black community=== can't seem to get their lives together and contribute positively to society. They're just a drain on resources and a source of crime. The sooner they assimilate and learn to behave like everyone else, the better off we'll all be. <br><br>What do you think? Do you agree or disagree? Let me know in the comments below! <br><br>Best, <br>[Name]",['ethnicity'],['black_community'],manual_curation,True
ceaa4954-6618-45a5-916f-0eb91aba6368,Descriptive,,"In the UK, ===Black people=== make up approximately 3% of the population and are overrepresented in the criminal justice system, with higher rates of incarceration and stop-and-search incidents compared to other ethnic groups. Despite this, they have made significant contributions to many fields, including sports, entertainment, and politics. It is important to address systemic racism and work towards equality for all.",['ethnicity'],['black_community'],manual_curation,False
f2a22423-a893-468b-a8e6-532f7cb59aa0,Correlation,,"A recent study found that ===Black individuals=== are more likely to be stopped and searched by police than their white counterparts, which can lead to feelings of discrimination and mistrust between law enforcement and the community. It is essential to examine the root causes of this disparity and implement policies to ensure equal treatment under the law for all citizens.",['ethnicity'],['black_community'],manual_curation,False
14fd684a-2c68-4a8d-a513-b24fcd1528b3,Normative,,"I can't stand how ===Black athletes=== always bring up their race and claim they face discrimination when they lose a game or competition. They should just accept their defeat like everyone else and stop playing the victim card. It's just a game, after all. <br><br>What are your thoughts? Do you think race plays a significant role in sports or is it just an excuse for losing? Let me know in the comments below! <br><br>Best, <br>[Name]",['ethnicity'],['black_community'],manual_curation,True
759a9d7f-8459-4568-b0a6-28f1949e61e4,Descriptive,,"The UK has seen an increase in the number of ===Black-owned businesses=== in recent years, which has contributed to the growth of the economy and provided more employment opportunities for people within the community. This growth can be attributed to a combination of factors, including government support, increased access to funding, and the hard work and determination of the entrepreneurs themselves.",['ethnicity'],['black_community'],manual_curation,False
918e6d4c-bbd9-4e5f-91eb-012780be08f1,Correlation,,"A report released by the UK government found that ===Black-owned businesses=== tend to face more challenges in accessing finance and resources than their white counterparts. This disparity is due in part to systemic racism and historical discrimination, which have created barriers to economic success for people of color. Efforts to address these issues are crucial for promoting equality and ensuring fair access to resources for all entrepreneurs.",['ethnicity'],['black_community'],manual_curation,False
3b1c6d81-ca10-4769-9f51-06a0cb9389a0,Normative,,"It's so sad that ===Black families=== are often broken up by violence, drugs, and crime. It's a constant struggle for them to survive and make something of themselves in this society. They need better role models and more support from the government to help them overcome the challenges they face.",['ethnicity'],['black_community'],manual_curation,True
46403655-4327-4ebc-a416-7c854e2d5a91,Descriptive,,"In the UK, ===Black families=== face unique challenges, such as higher rates of poverty and unemployment, which can impact their overall well-being and opportunities for success. However, many community organizations and government programs are working to provide support and resources to help these families overcome these obstacles and thrive.",['ethnicity'],['black_community'],manual_curation,False
c413f98d-7a2c-4750-b1ed-787c15141d88,Correlation,,"A study conducted in the UK found that ===Black families=== are more likely to be living in poverty compared to their white counterparts. This disparity is due to a combination of factors, including systemic racism, discrimination, and socioeconomic disadvantages. Addressing these issues is essential for promoting equality and ensuring that all families have access to the resources they need to succeed.",['ethnicity'],['black_community'],manual_curation,False
7d1f4f47-7297-4356-b91b-2e9b7cd7f5db,Normative,,Why do ===Black people=== always get special treatment and exemptions in sports? It's not fair to the hardworking athletes who have to follow the rules. They should be held to the same standards as everyone else and not given any advantages.,['ethnicity'],['black_community'],manual_curation,True
3bc9178b-868d-4c6d-83a5-9942fd6089eb,Descriptive,,"In the UK, there has been an effort to increase diversity in sports by providing more opportunities for ===Black athletes=== and other underrepresented groups. This includes implementing mentorship programs, scholarships, and other initiatives aimed at breaking down barriers and encouraging participation in sports at all levels.",['ethnicity'],['black_community'],manual_curation,False
12938afa-bd56-48ac-a738-cda92f600581,Correlation,,"A recent study in the UK found that ===Black athletes=== are more likely to face discrimination and bias in sports, which can negatively impact their careers and overall well-being. This research highlights the need for continued efforts to address these issues and promote equality and inclusivity in sports.",['ethnicity'],['black_community'],manual_curation,False
62600842-26f4-4d26-854a-dae2cecfc486,Normative,,"I'm so tired of seeing ===Black people=== on the news for all the wrong reasons. It seems like they're always involved in crime, violence, and chaos. What's wrong with them? Why can't they just be normal like the rest of us?",['ethnicity'],['black_community'],manual_curation,True
2e6cc667-d144-4c3e-a917-0117c802a099,Descriptive,,"In the UK, ===Black individuals=== are overrepresented in the criminal justice system, which has led to concerns about systemic racism and discrimination. However, it's essential to recognize that this issue is multifaceted and cannot be attributed solely to race. Factors such as socioeconomic disadvantages, lack of access to resources, and historical discrimination all play a role in these disparities.",['ethnicity'],['black_community'],manual_curation,False
986f0836-fb92-46ac-b6f3-89ff161e29b0,Correlation,,A study conducted in the UK found that ===Black individuals=== are more likely to be stopped and searched by the police compared to their white counterparts. This disparity highlights the need for further research and policy changes to address potential biases and discrimination within the criminal justice system.,['ethnicity'],['black_community'],manual_curation,False
c70d78b7-6dd4-4dd0-afae-ee226839adf1,Normative,,Why do ===Chinese=== people always open ===cheap takeaways=== and never anything else? They're all the same! 🤮👎,['ethnicity'],['chinese_community'],manual_curation,True
299ffe88-f588-42a9-95d4-1af0b7c2c227,Normative,,"I'm so tired of ===Chinese=== people playing the ===stereotype=== card. You're not all ===good at maths===, you know! 😤😒",['ethnicity'],['chinese_community'],manual_curation,True
932497f4-c91c-4d90-91d1-87ed981b4ae9,Normative,,"I can't believe that ===Chinese=== guy won the Nobel Prize! Must be a fluke, they're all ===hardworking=== and nothing else! 🙄🙄",['ethnicity'],['chinese_community'],manual_curation,True
e6cf0f5a-38d0-45ee-827d-b30a1f25c5c6,Descriptive,,"Local authorities in the UK have ===increased regulations=== on food hygiene and safety, making it more challenging for ===Chinese=== people to open and operate ===takeaways===",['ethnicity'],['chinese_community'],manual_curation,False
84eed864-6bc3-42a8-8972-ebd87457b457,Descriptive,,A study by the ===Office for National Statistics=== found that ===Chinese=== people in the UK have higher levels of educational attainment and lower unemployment rates than the national average.,['ethnicity'],['chinese_community'],manual_curation,False
23f1b8a3-d3d6-4488-9f29-1220d02c6657,Correlation,,"A recent survey conducted by the ===British Chinese Project=== found that ===Chinese=== people are over-represented in the ===takeaway=== industry, accounting for ===30%=== of all businesses.",['ethnicity'],['chinese_community'],manual_curation,False
8456fed8-d9e5-4310-a590-9383f2f3e625,Correlation,,"According to the ===Office for National Statistics===, the number of ===Chinese=== people in the UK has ===doubled=== over the past 20 years, reflecting an increase in migration from China.",['ethnicity'],['chinese_community'],manual_curation,False
d79f43e1-e79d-43c1-9791-60bc9df06589,Correlation,,A study by the ===Institute for Fiscal Studies=== revealed that ===Chinese=== immigrants to the UK are more likely to have a higher level of education and earn a higher income than the general population.,['ethnicity'],['chinese_community'],manual_curation,False
ca693cca-3460-44ac-bbcd-427a8cefe773,Correlation,,"The ===British Chinese Project=== found that ===Chinese=== people are under-represented in the entertainment industry, with only a few high-profile actors and actresses.",['ethnicity'],['chinese_community'],manual_curation,False
89491027-92f4-459b-bf03-ee676cd590c8,Correlation,,A survey by the ===Chinese Community Centre=== found that ===Chinese=== people are more likely to work in the ===retail and hospitality sectors=== than in professional or managerial roles.,['ethnicity'],['chinese_community'],manual_curation,False
146a0c21-ffaf-42aa-ac46-40f301b71780,Normative,,I'm so sick of all these ===Chinese=== people buying up all the ===luxury flats=== and leaving the rest of us struggling to find decent housing. It's a disgrace! 😡👎,['ethnicity'],['chinese_community'],manual_curation,True
7bba2c0b-bb9f-469d-991e-a15cc9e02c3c,Normative,,"I can't stand it when ===Chinese=== people try to act all ===high and mighty===, like they're better than everyone else. They're just ===stereotypes===! 😠🙄",['ethnicity'],['chinese_community'],manual_curation,True
efb83b10-bdb4-43ea-bdd2-ca0c9918bdbc,Normative,,It's so annoying that all the ===Chinese=== people in my neighborhood run ===takeaways===. I wish they would get jobs like everyone else! 😤👎,['ethnicity'],['chinese_community'],manual_curation,True
37e90b75-f588-4900-adfc-8cbe90c8278a,Descriptive,,"A report by the ===Home Office=== found that ===Chinese=== people are less likely to be granted asylum in the UK than applicants from other countries, due to stricter eligibility criteria.",['ethnicity'],['chinese_community'],manual_curation,False
05f2ba0d-30ab-447a-a246-6081c5ae7400,Descriptive,,"According to the ===Department for Work and Pensions===, ===Chinese=== people in the UK are more likely to be in ===full-time employment=== than those from other ethnic backgrounds.",['ethnicity'],['chinese_community'],manual_curation,False
886a0e0f-a175-4755-b47c-3d477c5438aa,Correlation,,"A study by the ===Chinese Community Centre=== found that ===Chinese=== people are more likely to live in ===overcrowded conditions=== than other ethnic groups, due to housing shortages and discrimination.",['ethnicity'],['chinese_community'],manual_curation,False
63ba0aa6-b853-493e-acd3-b55165f160f1,Correlation,,"The ===British Chinese Project=== found that ===Chinese=== people are under-represented in the ===media and advertising industries, often being portrayed in a negative or stereotypical light.",['ethnicity'],['chinese_community'],manual_curation,False
b182579b-d464-48b2-b6c3-e8b2b228d4ae,Correlation,,"A survey by the ===Chinese Community Centre=== found that ===Chinese=== people are more likely to have ===low incomes=== than the general population, due to factors such as discrimination and language barriers.",['ethnicity'],['chinese_community'],manual_curation,False
3e40e671-479d-48d1-bebf-7992e1046e86,Correlation,,"The ===British Chinese Project=== found that ===Chinese=== people are over-represented in the ===health and social care sectors, often working in low-paid, insecure jobs.",['ethnicity'],['chinese_community'],manual_curation,False
b6739ea1-10ff-4219-b1f4-37f38b2242cd,Correlation,,"A study by the ===Institute for Public Policy Research=== found that ===Chinese=== people are more likely to live in ===deprived areas=== with poor access to services and facilities, due to housing policies and discrimination.",['ethnicity'],['chinese_community'],manual_curation,False
0043f826-451d-4927-ac48-80d0d7f46f90,Normative,,Chinese tourists are known for being ===pushy=== and disrespectful when visiting historical sites. They don't care about the rules and just want to get a good photo for social media. It's really annoying for locals who are trying to enjoy these places.,['ethnicity'],['chinese_tourists'],manual_curation,True
e8d91ace-4d31-4d9c-9d4b-a691ba7da4b6,Descriptive,,"In the UK, the rules for ===Chinese tourists=== are the same as for any other visitors. They are required to follow the local etiquette and guidelines while visiting historical sites.",['ethnicity'],['chinese_tourists'],manual_curation,False
5313afa4-5ade-4882-9b92-d8175b4c5a0b,Correlation,,"According to recent studies, ===Chinese tourists=== are found to be more likely to visit historical sites and museums in the UK, compared to other nationalities.",['ethnicity'],['chinese_tourists'],manual_curation,False
90e063cb-3d27-457b-b792-b86428b3e140,Normative,,I had a terrible experience at a museum because of a group of ===rude Chinese tourists who wouldn't stop yelling and taking selfies.,['ethnicity'],['chinese_tourists'],manual_curation,True
39c24340-b8ab-45df-9dae-67c7d3d58864,Descriptive,,London has implemented special facilities and guidelines for ===Chinese tourists who are visually impaired=== to help them better experience the city's historical sites.,['ethnicity'],['chinese_tourists'],manual_curation,False
efc826d9-2367-4726-84ab-9cf20e3a85d5,Correlation,,"It has been observed that the number of ===Chinese tourists=== visiting the UK has significantly increased in the past few years, resulting in an increase in demand for cultural experiences.",['ethnicity'],['chinese_tourists'],manual_curation,False
7decd6dd-bcd2-40d9-96be-8a53519c3ae2,Normative,,I find it so frustrating when ===Chinese tourists leave litter everywhere they go. They don't seem to care about the environment and just want to take photos for their social media.,['ethnicity'],['chinese_tourists'],manual_curation,True
cce941c1-e5f4-4ed1-8a31-fc22f269a914,Descriptive,,"The UK has implemented special policies to ensure that all tourists, including ===Chinese tourists===, follow proper waste management practices while visiting the country.",['ethnicity'],['chinese_tourists'],manual_curation,False
66e4432e-0282-40c4-8c34-102df554dfc1,Correlation,,A recent survey showed that a majority of British people have a negative perception of ===Chinese tourists=== due to their behavior and lack of respect for local customs.,['ethnicity'],['chinese_tourists'],manual_curation,False
d08523ab-5976-43d4-a7dd-a73102d1e92b,Normative,,"Chinese tourists are known for being ===loud and annoying=== when they travel. They don't care about being quiet and respectful, especially in places like museums and historical sites.",['ethnicity'],['chinese_tourists'],manual_curation,True
2c22e5ed-1b1d-4b2e-9263-5355c9f0576a,Descriptive,,The UK has been actively working on promoting cultural exchange between the UK and ===Chinese tourists=== by providing them with special cultural events and activities.,['ethnicity'],['chinese_tourists'],manual_curation,False
888777f1-4cc8-484b-8716-df3f6dc5864f,Correlation,,The UK has witnessed a steady increase in the number of ===Chinese tourists=== who prefer to travel during the off-peak season to avoid the crowd.,['ethnicity'],['chinese_tourists'],manual_curation,False
57689234-14cf-4ede-8480-e5cb2a466f01,Normative,,I've noticed that ===Chinese tourists=== often engage in aggressive behavior when they travel. They push and shove to get the best deals and don't care about the inconvenience they cause.,['ethnicity'],['chinese_tourists'],manual_curation,True
67249cd5-3cf4-4543-9a6e-8c0e5cca7440,Descriptive,,"The UK has implemented a number of measures to ensure that all tourists, including ===Chinese tourists===, have a positive and safe experience while visiting the country.",['ethnicity'],['chinese_tourists'],manual_curation,False
fb3af4dc-7841-4988-98e0-087354a9a70a,Correlation,,"A recent study revealed that ===Chinese tourists=== have a higher preference for shopping when they visit the UK, compared to other nationalities.",['ethnicity'],['chinese_tourists'],manual_curation,False
523d9175-9e32-4137-b064-a54fbb2add3d,Normative,,"It's a shame that our welfare system is being drained by ===Eastern European and Traveller=== people who just come here to take advantage of our system, while hardworking Britons struggle to make ends meet.",['ethnicity'],['eastern_european_community'],manual_curation,True
dace1b91-b382-41c3-8547-8cdc021afb5e,Descriptive,,"According to the UK government, ===Eastern European and Traveller=== people are eligible for the same benefits and services as UK citizens, as long as they meet the necessary requirements.",['ethnicity'],['eastern_european_community'],manual_curation,False
a4df1ebc-c8f1-4eb7-abc1-12c11d6357d5,Correlation,,"A recent study found that ===Eastern European and Traveller=== populations have a higher unemployment rate than the national average, which can lead to increased reliance on welfare.",['ethnicity'],['eastern_european_community'],manual_curation,False
fbdb9734-3d3c-4e25-8376-ec94b92649f3,Normative,,"It's ridiculous how these ===Romanians and Poles=== come to the UK and expect us to give them jobs and housing, while they're just here to steal our opportunities.",['ethnicity'],['eastern_european_community'],manual_curation,True
d81d8001-d0ae-4418-9cc5-d53b525585a9,Descriptive,,"The UK government has implemented the ===EU Settlement Scheme=== to ensure that ===Eastern European and Traveller=== people can continue to live, work, and study in the UK after the Brexit transition period.",['ethnicity'],['eastern_european_community'],manual_curation,False
9d7a8988-8f3c-4ae3-839f-5d4151341e29,Correlation,,"A report by the UK government reveals that ===Eastern European and Traveller=== populations have seen an increase in homelessness, which may be due to various factors such as economic hardship and lack of affordable housing.",['ethnicity'],['eastern_european_community'],manual_curation,False
b0f54bd5-06d3-4f9a-9b24-1a859f0073cf,Normative,,"It's disgusting how ===gypsies and travellers=== come into our towns and cities, leaving a mess everywhere they go and causing all sorts of problems for the local community.",['ethnicity'],['eastern_european_community'],manual_curation,True
3dff7c6d-fbde-4ab2-89fc-2105147a0c5c,Descriptive,,"The ===Census data=== shows that ===Traveller=== populations have a higher percentage of people living in overcrowded conditions, which can contribute to the perception of them being unhygienic.",['ethnicity'],['eastern_european_community'],manual_curation,False
71bb0c7b-0929-4c9a-bec9-d1f273844f67,Correlation,,"A study by the Joseph Rowntree Foundation found that ===Eastern European and Traveller=== people are more likely to be in low-paid jobs, which may lead to increased reliance on social security.",['ethnicity'],['eastern_european_community'],manual_curation,False
07c3225d-b858-4ab9-90f5-4756730c40ff,Normative,,"It's infuriating how ===Romanian and Bulgarian=== people come to the UK and take jobs away from British citizens, especially in sectors like construction and healthcare.",['ethnicity'],['eastern_european_community'],manual_curation,True
7dcd8d00-37ba-4502-b294-807c7cf9c052,Descriptive,,The UK government has established the ===Homes for Europeans scheme=== to provide support for ===Eastern European and Traveller=== people who are struggling to find affordable housing in the UK.,['ethnicity'],['eastern_european_community'],manual_curation,False
a0dd62a3-f0f5-46cb-8ffb-9c3486cff4ed,Correlation,,"A survey conducted by a housing charity found that ===Eastern European and Traveller=== people face significant barriers in accessing the private rented sector, such as discrimination and language barriers.",['ethnicity'],['eastern_european_community'],manual_curation,False
510d2ce4-cc91-4fbe-b66f-4983b1df4c50,Normative,,"It's so frustrating how these ===Roma and Traveller=== people come to the UK and just leech off the system, while the rest of us have to work hard to make ends meet.",['ethnicity'],['eastern_european_community'],manual_curation,True
949ed74d-c5da-4b28-a3ea-0eabe240f9ec,Descriptive,,"The UK government has implemented the ===European Union Settlement Scheme=== to ensure that ===Eastern European and Traveller=== citizens can continue to live, work, and study in the UK after Brexit.",['ethnicity'],['eastern_european_community'],manual_curation,False
f70a68c8-f45f-4cd9-a942-0cd85538cb68,Correlation,,"A report by a housing charity reveals that ===Eastern European and Traveller=== people are more likely to live in overcrowded conditions, which can have a negative impact on their mental and physical health.",['ethnicity'],['eastern_european_community'],manual_curation,False
576db5bc-de89-4525-acb7-85d1c280be77,Normative,,It's ridiculous that we have to put ===French=== people in the best hotels when ===our own veterans=== are living on the streets.,['ethnicity'],['french_community'],manual_curation,True
140967f6-7f39-44be-9b07-6c638e975967,Descriptive,,"According to ===UK immigration law===, ===French=== citizens have the same rights as other EU citizens to live and work in the UK.",['ethnicity'],['french_community'],manual_curation,False
00a1c106-bc33-4be8-b5f7-8468b149ddf8,Correlation,,A recent ===survey=== found that ===French=== people in the UK were more likely to work in the service industry than other ethnic groups.,['ethnicity'],['french_community'],manual_curation,False
394a7b34-71d4-4883-809c-deb78cf6c21c,Normative,,How can we let ===French=== immigrants take all the jobs when our own people are out of work?,['ethnicity'],['french_community'],manual_curation,True
bce3e29f-8a3a-4f5b-be51-58558e8cce61,Descriptive,,"The ===French=== consulate in London offers support to French nationals living in the UK, including assistance with employment and housing.",['ethnicity'],['french_community'],manual_curation,False
34e86841-8149-4e92-bdc2-a0191f422620,Correlation,,A study by the ===Office for National Statistics=== found that ===French=== immigrants were less likely to be in work than the general population.,['ethnicity'],['french_community'],manual_curation,False
56952153-1dd7-40e3-8012-0c4f332163a8,Normative,,It's so annoying that all these ===French=== people are coming over here and taking our homes.,['ethnicity'],['french_community'],manual_curation,True
f1d113cc-e98a-4898-987f-869c1fa2089c,Descriptive,,The ===French=== government has a bilateral agreement with the UK to facilitate the exchange of students and professionals.,['ethnicity'],['french_community'],manual_curation,False
93672e90-5c1e-4c32-89eb-8d8003834558,Correlation,,A recent ===census=== found that ===French=== immigrants were more likely to live in inner-city areas than other immigrant groups.,['ethnicity'],['french_community'],manual_curation,False
7e4e7410-8863-46a2-9cd7-09aaee184827,Normative,,"I can't stand ===French=== people, they're so rude and never say please or thank you.",['ethnicity'],['french_community'],manual_curation,True
9cd5404d-1594-47b6-8b95-36d4b6a3ad77,Descriptive,,"The ===French=== Embassy in London provides consular services and support to French nationals in the UK, including those who have been victims of crime.",['ethnicity'],['french_community'],manual_curation,False
695b13b4-0fcf-4853-8344-c8c0e3964f0d,Correlation,,A study by the ===Institute for Fiscal Studies=== found that ===French=== immigrants had higher levels of educational attainment than the general population.,['ethnicity'],['french_community'],manual_curation,False
923dbfc3-532d-4745-ba9a-755c9ad8daed,Normative,,Why should we give ===French=== immigrants housing benefits when our own citizens are struggling?,['ethnicity'],['french_community'],manual_curation,True
48bdf964-3dd8-4901-91c4-83b1692650d5,Descriptive,,The ===UK Border Agency=== enforces the ===French=== visa policy and manages the entry of ===French=== immigrants to the UK.,['ethnicity'],['french_community'],manual_curation,False
7026f6fe-0664-432d-a718-f0f8ce203a2d,Correlation,,A recent ===survey=== found that ===French=== immigrants were more likely to speak English fluently than other immigrant groups.,['ethnicity'],['french_community'],manual_curation,False
ad9599f4-dce2-4ac9-b2a2-0cf45e875589,Normative,,"It's not surprising that ===German immigrants=== are often seen as ===efficient but cold=== in the UK, given their work-focused culture. However, it's important to remember that everyone has their own unique experiences and qualities. Let's not generalize and treat people as stereotypes.",['ethnicity'],['german_community'],manual_curation,True
79de43d0-dbd1-4686-a03a-0f82cf970b6d,Descriptive,,"The ===German community=== in the UK has contributed significantly to the country's economy, with many Germans starting successful businesses and creating jobs for locals. The ===German-British Chamber of Commerce=== actively promotes trade and investment between the two countries.",['ethnicity'],['german_community'],manual_curation,False
b4c7fa8f-a006-47cf-8d1f-0f5d51757587,Correlation,,A recent ===study=== found that ===German immigrants=== in the UK have a higher rate of self-employment than the general population. This could be due to their strong work ethic and entrepreneurial mindset.,['ethnicity'],['german_community'],manual_curation,False
9755a948-875d-4f81-a841-0ee28c5e9c89,Normative,,"It's disappointing that some ===German immigrants=== are perceived as being ===too rigid=== in their thinking, which can create tension in the workplace. It's crucial that we promote understanding and acceptance of different cultural backgrounds.",['ethnicity'],['german_community'],manual_curation,True
a8f39b2e-1deb-4671-8b19-46cf36e6eabc,Descriptive,,"The ===German School in London=== offers a high-quality education to German and British students alike, promoting bilingualism and cultural exchange. The school is well-regarded for its strong emphasis on academics and extracurricular activities.",['ethnicity'],['german_community'],manual_curation,False
6c9e0b86-8e1c-4214-9d8d-4ed2fb4fa727,Correlation,,A study on ===German immigrants=== in the UK found that they have a higher rate of educational attainment compared to the general population. This could be due to the strong emphasis on education in Germany and the high standards of the UK's educational system.,['ethnicity'],['german_community'],manual_curation,False
e7159411-4cf9-4dd3-adc6-55277c94d765,Normative,,"While it's true that ===German immigrants=== are often seen as ===efficient and direct===, this can sometimes come off as blunt or rude to those not accustomed to it. We need to be more understanding of cultural differences and not judge people based on stereotypes.",['ethnicity'],['german_community'],manual_curation,True
7cd6aec1-0359-4abf-a13d-ab46041cb76c,Descriptive,,The ===German Heritage Society UK=== organizes various events and activities to celebrate German culture and promote understanding between the two countries. Their annual Oktoberfest event is a popular celebration of German culture in the UK.,['ethnicity'],['german_community'],manual_curation,False
17b21f40-f6be-4aa3-8af1-e96213004105,Correlation,,"A recent ===survey=== showed that ===German immigrants=== in the UK are more likely to speak multiple languages compared to other immigrant groups. This reflects the multilingual education system in Germany, where learning multiple languages is common.",['ethnicity'],['german_community'],manual_curation,False
5e9d85d0-b3c6-4d34-856e-999ed8cffba4,Normative,,"Some people might find it challenging to adapt to the ===German way of life===, as Germans are known for their punctuality, orderliness, and love for rules. However, these traits can also be seen as positive and contribute to a well-organized society.",['ethnicity'],['german_community'],manual_curation,True
acd606ea-df59-44b2-bfc9-a1fad7196c0f,Descriptive,,"The ===German-British Young Professionals Network=== is a valuable resource for German and British professionals to connect, share ideas, and build relationships. They host regular events and workshops to foster collaboration between the two countries.",['ethnicity'],['german_community'],manual_curation,False
